# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Jun 27 11:01:59 BST 2022 [seed=1656324105891]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
38000	-42704.493728682704	-264.02153685980585	-42440.4721918229	1.1505081597160938	2021.2522315663114	21.17759749492095	3.8487126624664336	3.0796084721330015	6.410598191222829	0.29631194584641973	0.17843585784980875	0.19849418823368545	0.32675800807008604	0.09918021289743663	3.777824260311603E-4	3.7778242603116045E-4	-42440.4721918229	0.0	-265.4208876523721
39000	-42676.75045150585	-254.1247739196016	-42422.62567758625	1.1538368224053193	2021.2489029036221	20.360164398776185	3.1177923318332583	1.7605061926486223	5.818152142920408	0.29367234411162485	0.18188997055054618	0.19846127083512627	0.3259764145027027	0.12542717667072228	3.908981603936976E-4	3.908981603936976E-4	-42422.62567758625	0.0	-256.3413258021236
40000	-42682.53710570921	-255.62227282925983	-42426.91483287995	1.1178589953057234	2021.2848807307216	20.31347396774974	3.5357940132887893	2.3061869705052125	7.5225870235525125	0.3000749904634285	0.1840180104774866	0.19568087703928153	0.3202261220198034	0.08420973456257294	3.824839437954716E-4	3.8248394379547166E-4	-42426.91483287995	0.0	-257.16884550213854
41000	-42684.34895440537	-257.4138044335351	-42426.93514997183	1.0364128330451527	2021.3663268929822	20.397688656080057	3.2223606770838753	2.4335731359596275	5.1122992120029975	0.2985085653392721	0.1841868873000844	0.19568087703928153	0.32162367032136197	0.04513033720663046	3.85455037876857E-4	3.854550378768568E-4	-42426.93514997183	0.0	-259.6743089477169
42000	-42671.14781787891	-249.59921432032152	-42421.54860355859	0.9976945646136227	2021.405045161414	20.027924202468707	3.149746335190139	2.7017906933454117	6.594142299185937	0.2985085653392721	0.18523649684295218	0.19568087703928153	0.32057406077849415	0.04783906754855596	3.8250764040219024E-4	3.8250764040219056E-4	-42421.54860355859	0.0	-251.3964687399838
43000	-42653.453297551	-237.71619721490015	-42415.737100336104	1.0221617132161054	2021.3805780128114	18.51633710814315	2.859923288491795	2.1347418975041745	5.016543724660989	0.29989085019494216	0.18523649684295218	0.19560983425519332	0.3192628187069123	0.10621388516076538	4.271464762383131E-4	4.271464762383133E-4	-42415.737100336104	0.0	-240.1412885882734
44000	-42643.6920209595	-230.75143100880265	-42412.9405899507	1.0275355594961288	2021.3752041665314	17.955606166955207	2.706467817132033	2.432743072112795	5.520113235929844	0.2970901141319212	0.18523649684295218	0.19594565849400833	0.32172773053111825	0.10672646498694045	4.862001219014065E-4	4.862001219014069E-4	-42412.9405899507	0.0	-233.0107073202174
45000	-42654.6095934454	-244.86499162481832	-42409.74460182058	1.2002796161538565	2021.2024601098735	19.31090942466369	2.80494588658066	2.0209725946687005	4.311902943355205	0.29822083811839173	0.18571600707743638	0.19155464912985234	0.32450850567431955	0.05471642980051958	3.751846230499622E-4	3.751846230499622E-4	-42409.74460182058	0.0	-247.63009655713083
46000	-42611.35492857725	-241.44835091935005	-42369.9065776579	1.0874380095020986	2021.3153017165253	18.563281398096766	2.5775349255294016	2.639816391902696	4.899757284467875	0.29822083811839173	0.18571600707743638	0.19155464912985234	0.32450850567431955	0.05851063647114774	4.469702924072766E-4	4.4697029240727654E-4	-42369.9065776579	0.0	-243.922633937551
47000	-42608.12608785187	-241.85143581824974	-42366.27465203362	1.168448047528047	2021.2342916784994	19.09432672770623	2.83585238530109	1.9096703695954922	5.280304677049343	0.29822083811839173	0.18571600707743638	0.19325060551954867	0.3228125492846232	0.03600625267151961	3.926360751948946E-4	3.9263607519489477E-4	-42366.27465203362	0.0	-244.4230634613123
48000	-42596.05723391396	-228.46338267426034	-42367.593851239704	1.0024084775484479	2021.400331248479	17.54052537242742	2.531973495970877	1.5665315902930959	5.500942503960291	0.3020602667345708	0.1828334217311092	0.1942722261591723	0.3208340853751477	0.07351086274052945	4.13965300858607E-4	4.139653008586071E-4	-42367.593851239704	0.0	-231.1679612040528
49000	-42602.00672035005	-232.5739566896326	-42369.43276366042	0.7982616983866909	2021.6044780276407	16.814252506138807	2.582046718215521	2.708189117867288	5.793229649734966	0.3020602667345708	0.17938607132531256	0.1942722261591723	0.3242814357809443	0.16134324105275533	3.701037928600843E-4	3.701037928600845E-4	-42369.43276366042	0.0	-234.53041617008088
50000	-42593.00809889611	-232.5048346126805	-42360.503264283434	0.800012514355256	2021.6027272116721	16.947217256590775	2.783589227634302	2.1458001444761132	6.650848054605294	0.2953707799500396	0.18639958533039733	0.19442183614505276	0.32380779857451036	0.13246165617541167	4.1124624795556736E-4	4.1124624795556736E-4	-42360.503264283434	0.0	-234.47283272300098
51000	-42601.63202794281	-233.67712170900802	-42367.954906233805	0.7947796297705703	2021.6079600962569	17.053955745959186	2.8322401332172427	2.374754600443733	5.941099498042166	0.2953707799500396	0.18551273807359542	0.19530868340185467	0.32380779857451036	0.0700144323085301	4.2693984345642356E-4	4.269398434564237E-4	-42367.954906233805	0.0	-235.8458746964122
52000	-42606.58983772184	-238.77718948570327	-42367.81264823613	0.7865663211347926	2021.6161734048926	17.62157352377328	2.994864123827788	1.9653613808115789	5.233039564110167	0.2993580092761604	0.18551273807359542	0.1936533509922658	0.3214759016579784	0.07127612252886763	4.5220707453279914E-4	4.522070745327989E-4	-42367.81264823613	0.0	-241.2484001368652
53000	-42597.68754391539	-231.72369354199984	-42365.96385037339	0.7870565615391201	2021.6156831644882	17.121995962592475	2.7270132996955625	2.6201498502730773	5.8731249094563385	0.2983339176542365	0.1809322390186932	0.19690474873278127	0.3238290945942891	0.04829535941264163	4.3550005441818254E-4	4.3550005441818324E-4	-42365.96385037339	0.0	-233.9029090980257
54000	-42598.14252468876	-233.6364358810556	-42364.506088807706	0.8312713911451026	2021.5714683348824	17.505656674985346	2.509801649329427	2.6193819215153824	6.35063801300359	0.2986471188223097	0.1809322390186932	0.19944583415605538	0.32097480800294176	0.044954686117305666	4.1094542484484384E-4	4.1094542484484395E-4	-42364.506088807706	0.0	-235.77279519602737
55000	-42589.78722135169	-228.18228158080828	-42361.60493977088	0.8599174524290794	2021.5428222735984	17.174579864165626	2.6196662671272812	2.2639283353666153	6.6393955961341415	0.2986471188223097	0.1809322390186932	0.19416987844786843	0.3262507637111287	0.031634787471171495	4.0679013209893083E-4	4.0679013209893094E-4	-42361.60493977088	0.0	-230.36630642691915
56000	-42578.619886510576	-223.03495944907968	-42355.5849270615	0.8489406809091932	2021.5537990451182	16.02782189853179	2.364638999653597	2.3742211198924967	5.687003558280647	0.29727674183515257	0.18153683338918808	0.1955402554350256	0.32564616934063384	0.07489940940838231	4.2282269272778296E-4	4.228226927277827E-4	-42355.5849270615	0.0	-225.43719516370683
57000	-42563.69770264339	-224.3274283254568	-42339.37027431793	0.9032005621650295	2021.4995391638624	15.969086384579168	2.7981605930090407	2.1127115120845126	5.1008837720872595	0.3007758851116497	0.18397290290737897	0.1955402554350256	0.31971095654594583	0.06804080319556267	4.2104290686628443E-4	4.2104290686628443E-4	-42339.37027431793	0.0	-226.83261826048124
58000	-42552.59997510303	-217.46616572415448	-42335.13380937888	0.8918795719274321	2021.5108601541	15.713246010722777	2.4002785096594894	2.7115829456811986	6.6153871985713	0.29864650501235107	0.1823981040244391	0.19604516444753786	0.3229102265156721	0.10510226058163648	4.99809155394623E-4	4.99809155394623E-4	-42335.13380937888	0.0	-219.47753173292804
59000	-42551.9180117273	-218.54203465484676	-42333.37597707245	0.7935385172096414	2021.6092012088177	15.582928526390402	2.433797719426453	1.679020803226006	5.2582226972136015	0.29946199899417425	0.180833983627748	0.19927872655149126	0.32042529082658655	0.04521087771496176	4.465028722122223E-4	4.4650287221222214E-4	-42333.37597707245	0.0	-221.37970635040529
60000	-42559.98898382903	-217.63715482203673	-42342.351829007	0.8169560568142807	2021.5857836692132	15.830627956923939	2.34918658475645	2.022898774806604	6.13393029315733	0.299074601872541	0.180833983627748	0.19848608557512518	0.32160532892458593	0.028518849523714262	4.532736682559299E-4	4.5327366825592984E-4	-42342.351829007	0.0	-220.1806572771641
61000	-42563.71159903853	-217.42817448629071	-42346.28342455224	0.807709445392618	2021.5950302806348	15.536745262183029	2.7552272603352272	3.3205472483501097	6.416827832954524	0.29885323417402065	0.180833983627748	0.19216216443929687	0.32815061775893456	0.03531476387496166	4.329691478102692E-4	4.329691478102695E-4	-42346.28342455224	0.0	-219.23764587596307
62000	-42547.757277887875	-217.37040882516553	-42330.386869062706	0.8279445994296875	2021.5747951265978	15.81406622578683	2.5245948810341523	3.1184144181068096	4.971942109746875	0.29885323417402065	0.18262191644625556	0.19863134345276606	0.3198935059269578	0.03564980892275184	4.2347157990185285E-4	4.234715799018529E-4	-42330.386869062706	0.0	-219.70531142181312
63000	-42541.39107362837	-214.34867035904267	-42327.042403269326	0.8817933795943433	2021.520946346433	15.628339940195712	2.4822063168375346	2.9476822363596753	5.687034351796012	0.30149385665952344	0.18019041928154894	0.1951623340287566	0.32315339003017113	0.038418133567099465	4.7652218408653E-4	4.765221840865301E-4	-42327.042403269326	0.0	-216.59230085827528
64000	-42539.58622493572	-213.50334442765515	-42326.08288050807	0.8260904266618364	2021.5766492993655	15.671298359099804	2.1097897322141246	2.774463756899446	7.290998986438091	0.30171626753196357	0.17937746501549445	0.19709363173823993	0.32181263571430213	0.03054277638485291	4.683165051011366E-4	4.683165051011366E-4	-42326.08288050807	0.0	-215.5979008614441
65000	-42540.90608705099	-213.33353859571528	-42327.572548455275	0.7830439239555493	2021.6196958020719	15.536033708387464	2.3397914440428673	2.1989787476892704	6.458394018773107	0.2979323048322698	0.17743175607411701	0.19903934067961737	0.3255965984139959	0.016173215829235046	3.970331840354181E-4	3.970331840354181E-4	-42327.572548455275	0.0	-215.72425933432342
66000	-42536.28277388012	-218.12556531707608	-42318.15720856305	0.7813016777155237	2021.621438048312	16.060321697285413	2.5417625447637677	2.2536125184318325	6.40877310664958	0.30229892957271476	0.17751366665414509	0.1945908053591443	0.3255965984139959	0.01075999621541154	4.2914367652929097E-4	4.2914367652929075E-4	-42318.15720856305	0.0	-220.45372377540846
67000	-42533.46255925421	-218.71682755561108	-42314.7457316986	0.782631578247112	2021.6201081477802	15.957977065238302	2.5100356702128486	2.743926851919553	7.348427846995145	0.30229892957271476	0.17751366665414509	0.1945908053591443	0.3255965984139959	0.010797095098427734	4.319238226712498E-4	4.3192382267124993E-4	-42314.7457316986	0.0	-220.6555084568866
68000	-42527.51249822149	-197.3514023855724	-42330.161095835916	0.7992767010400387	2021.6034630249874	14.390371051903719	1.9581758916663048	2.6517846734106922	6.379143400374487	0.3020485060922076	0.17751366665414509	0.19484122883965144	0.3255965984139959	0.012606689177132431	5.144338083881045E-4	5.144338083881043E-4	-42330.161095835916	0.0	-199.83728503965125
69000	-42519.53013621167	-193.7327883091866	-42325.79734790249	0.7671465953836802	2021.6355931306437	13.795861489856716	1.9475869202033165	2.4182566405148687	5.754004011341357	0.2973822897807296	0.1842745121135813	0.19274659969169325	0.3255965984139959	0.011040740082293731	5.6244901969681E-4	5.624490196968097E-4	-42325.79734790249	0.0	-196.49343339327874
70000	-42515.88119159847	-188.8025664780231	-42327.07862512045	0.7718156842311228	2021.6309240417963	13.453901624609557	2.0191680444273823	2.6675689560956024	5.828201171354847	0.2944661987848682	0.18513519478847065	0.19588720013684538	0.3245114062898159	0.012555120261231604	5.157175433116344E-4	5.157175433116342E-4	-42327.07862512045	0.0	-191.3896777592109
71000	-42517.52660160352	-183.34801259964485	-42334.178589003874	0.7663008952738106	2021.6364388307536	13.359681722381083	2.0221442478952874	2.2368472906124626	6.523633843930085	0.2996550046985964	0.18166518784173147	0.19416840116985634	0.3245114062898159	0.012888162562810305	5.788254417009463E-4	5.788254417009456E-4	-42334.178589003874	0.0	-185.9537965244064
72000	-42516.5350245559	-182.09992280220328	-42334.4351017537	0.7752851280604554	2021.627454597967	13.242659384011201	1.7990759196301118	2.8695721224473503	5.650606414976333	0.2961898026876145	0.1818686777832164	0.20101036916526993	0.32093115036389935	0.0028762729942367247	5.992933611310218E-4	5.992933611310221E-4	-42334.4351017537	0.0	-184.83071003310053
73000	-42517.92932546739	-183.55941178597564	-42334.36991368142	0.7730806778688386	2021.6296590481586	13.469801513495987	1.6049184526442548	2.1878736636704748	5.803365157918244	0.2971270876200718	0.18691099818167636	0.19503076383435267	0.32093115036389935	0.003558926589126282	5.03049235155278E-4	5.030492351552784E-4	-42334.36991368142	0.0	-186.57753468625572
74000	-42521.55981323014	-178.06093941915913	-42343.49887381098	0.8237610851485716	2021.5789786408789	13.69327169773328	1.7111969382022332	2.38889634913236	5.057390382044147	0.304006706419881	0.17633707847676128	0.1949903252080142	0.3246658898953437	0.0048344676316563985	5.341476008568461E-4	5.341476008568462E-4	-42343.49887381098	0.0	-181.14751427712127
75000	-42502.259632586385	-180.4661684863537	-42321.79346410003	0.7024299553313348	2021.700309770696	12.724240629383885	1.2924339582453126	2.4311892400848816	6.657743650027128	0.29771870839033926	0.18479890845598193	0.19980694485352038	0.31767543830015854	0.012429889045725527	5.301868384775144E-4	5.301868384775141E-4	-42321.79346410003	0.0	-183.39180891514866
76000	-42506.9635943158	-175.73609637410524	-42331.22749794169	0.6823326302317131	2021.7204070957957	12.672692767689423	1.811720660156967	2.5071039186504676	5.029501028325752	0.2964745527793219	0.18375501380201176	0.19371976330324936	0.3260506701154171	0.024337932728101887	5.678910006406567E-4	5.678910006406572E-4	-42331.22749794169	0.0	-178.70439716843737
77000	-42509.838304584104	-177.11753787429097	-42332.72076670981	0.6743704963657425	2021.7283692296617	12.851364097314324	1.7773294255178351	2.5536522144817306	7.036461644833556	0.29931007957292427	0.18800375999929048	0.19300801103207785	0.31967814939570754	0.03647168523519558	6.230761364417399E-4	6.230761364417401E-4	-42332.72076670981	0.0	-179.5814082693689
78000	-42507.50607297385	-170.8976215990807	-42336.60845137476	0.6738053449855538	2021.7289343810419	12.30482776862099	1.4032518368189397	1.9246366289646513	5.213160794991544	0.29931007957292427	0.18487157637926588	0.1944008286721393	0.32141751537567076	0.02179294910628727	5.646514849080449E-4	5.64651484908045E-4	-42336.60845137476	0.0	-174.30302869821367
