# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Jun 27 11:01:59 BST 2022 [seed=1656324105891]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
528000	-42356.15276087359	-44.67563857370277	-42311.47712229989	0.4527171587874638	2021.95002256724	6.222831987266375	0.5447232054661136	2.4253379288024113	6.9608923386111305	0.3026237035069224	0.1828698287412549	0.1965383331365203	0.31796813461530266	0.08481735301464817	0.0011471346280309896	0.0011471346280309892	-42311.47712229989	0.0	-48.35159355082533
529000	-42355.485903513116	-47.973495991845255	-42307.51240752127	0.44637979730145466	2021.956359928726	6.286659334203587	0.6329441231949156	2.808100261132383	6.359236532587537	0.3026237035069224	0.1785995550733084	0.1965383331365203	0.3222384082832491	0.16667782395592592	0.0011851669437598017	0.0011851669437598026	-42307.51240752127	0.0	-51.32877826201246
530000	-42353.93839297141	-43.19157052770384	-42310.7468224437	0.43588664517673337	2021.9668530808508	6.061249346304118	0.5256219763130044	2.0459962804578793	5.780941726634874	0.29860809552062306	0.18081034949036925	0.1965383331365203	0.32404322185248763	0.6931981986653619	0.001223579529191476	0.0012235795291914737	-42310.7468224437	0.0	-46.10718529221139
531000	-42366.27207336216	-47.87508875046133	-42318.396984611696	0.4849533807439411	2021.9177863452835	6.326055480107467	0.634427564004335	2.8501130429791006	5.446576501984803	0.2983643637445899	0.18362839036971368	0.19372029225717588	0.3242869536285208	0.6030421310534136	0.0011544503804759338	0.001154450380475935	-42318.396984611696	0.0	-50.57679625350806
532000	-42367.96512599461	-55.68251740153124	-42312.28260859308	0.45338482040943523	2021.949354905618	6.5042248329043995	0.5261575915992838	2.0943378168412785	6.208952250705393	0.2990493822824921	0.17841671973956044	0.19372029225717588	0.32881360572077184	1.0838521506492296	0.0011104857917308836	0.0011104857917308844	-42312.28260859308	0.0	-57.70786421549744
533000	-42365.551561774475	-53.701445474162895	-42311.85011630031	0.43330329056359435	2021.9694364354639	6.394173894034301	0.593245360490425	3.6671639885264606	6.908360234129838	0.29397261300433136	0.18349348901772122	0.20087200539781327	0.32166189258013445	1.0838521506492296	0.0010453521456516332	0.0010453521456516338	-42311.85011630031	0.0	-54.87793692102706
534000	-42373.73243021281	-60.03226136425439	-42313.700168848554	0.4466814474425356	2021.9560582785848	6.683985910489435	0.5697335452158804	2.0665935472715233	6.908360234129838	0.2943626323894105	0.18349348901772122	0.20087200539781327	0.3212718731950553	0.73042427354315	0.0011522113200402493	0.0011522113200402497	-42313.700168848554	0.0	-62.52365601080753
535000	-42380.86469690275	-63.51487138595063	-42317.349825516794	0.44504561540821097	2021.9576941106193	6.806888879601464	0.6588064734497889	2.2328346852459	5.260733943652769	0.2943626323894105	0.18544366960551584	0.19892182481001866	0.3212718731950553	0.721689940408363	0.0011029855375954008	0.0011029855375954002	-42317.349825516794	0.0	-66.23039354577111
536000	-42373.76676003871	-63.80110569819898	-42309.96565434051	0.43762943660214326	2021.9651102894254	6.765359280853933	0.5728264378775413	1.8901006954760071	5.530520149229412	0.2943626323894105	0.18544366960551584	0.19892182481001866	0.3212718731950553	0.32976886026095853	0.0011198133587656761	0.001119813358765676	-42309.96565434051	0.0	-67.50327173030217
537000	-42375.22807335574	-64.05700869581142	-42311.17106465993	0.4366654220367748	2021.9660743039906	6.724488724716504	0.6047324880001487	2.4865113919489463	5.530520149229412	0.2943626323894105	0.1838338117717141	0.19864867046823476	0.3231548853706409	0.6214715339545699	0.0010420843718486675	0.0010420843718486677	-42311.17106465993	0.0	-66.8933179939096
538000	-42376.524685051234	-69.01291717493798	-42307.5117678763	0.4503766315849947	2021.9523630944425	6.947886458171561	0.763590354001255	2.4703912924562794	6.083885158323962	0.2943626323894105	0.18415217238466597	0.19833030985528288	0.3231548853706409	0.5739046431256202	0.0013063666188607417	0.001306366618860743	-42307.5117678763	0.0	-71.52956871435188
539000	-42377.793931901724	-66.36973580813586	-42311.42419609359	0.49252239498530476	2021.910217331042	6.95850901677326	0.7468868791943316	2.5872012752659757	5.717578927828972	0.29515788201218773	0.18692669530750783	0.19833030985528288	0.31958511282502183	1.1389853293966654	0.0010081729308998916	0.001008172930899892	-42311.42419609359	0.0	-67.87406734096014
540000	-42374.1912942433	-65.82169965562224	-42308.369594587675	0.4603369484232328	2021.9424027776042	6.956295047965514	0.5668969144644599	2.433460227401137	7.042938284587747	0.29501693491535275	0.18034538840593933	0.19833030985528288	0.32630736682342537	1.265615587154751	9.412239360232084E-4	9.412239360232088E-4	-42308.369594587675	0.0	-67.0833390965026
541000	-42381.783379841414	-66.38247149252997	-42315.400908348885	0.4754672695587837	2021.9272724564687	6.9121682029110145	0.6766783662790948	2.5311421485024987	5.77053937490252	0.3042763329412608	0.1829772789733821	0.19395199212801267	0.3187943959573448	0.6044203263664842	9.225473248032686E-4	9.225473248032682E-4	-42315.400908348885	0.0	-69.05910935964123
542000	-42378.03448537921	-54.84831822284166	-42323.18616715637	0.44605781700809755	2021.9566819090194	6.554360536916303	0.6256600925583896	1.7731913096777223	5.665658150455547	0.298082525435127	0.1829772789733821	0.19395199212801267	0.3249882034634786	0.6004756916821052	0.0013365681255618552	0.001336568125561856	-42323.18616715637	0.0	-57.88377896140949
543000	-42370.17554486745	-51.209191266359454	-42318.96635360109	0.44678773712566167	2021.9559519889017	6.44444652601568	0.4937060449599365	2.4174863854188455	6.629026410387243	0.29549277147159275	0.1829772789733821	0.1965417460915469	0.3249882034634786	0.28321823120954204	0.0011099813151355996	0.0011099813151355998	-42318.96635360109	0.0	-54.671944616079045
544000	-42361.01698178406	-47.15292283181931	-42313.86405895224	0.47044115331127734	2021.9322985727163	6.487737391183608	0.569468720671619	2.1781002724068106	5.428233423712997	0.2979206059930437	0.18018212084070176	0.2005819995998988	0.3213152735663561	0.36910078269372965	0.0010634342124464637	0.001063434212446464	-42313.86405895224	0.0	-50.699234899708244
545000	-42371.513000668114	-46.37316919985301	-42325.13983146826	0.5230693195567946	2021.8796704064707	6.71152376731324	0.6138746537709437	2.2884874914535462	5.295159215697945	0.3019139330857202	0.1803600489820341	0.1997040345533414	0.31802198337890475	0.12459387707936703	0.0010144286509364126	0.0010144286509364126	-42325.13983146826	0.0	-50.327715694296806
546000	-42374.40430695393	-55.15425455478689	-42319.25005239915	0.4800292382726515	2021.9227104877548	6.744453963038459	0.6405036843139017	1.9776469060177164	6.058683954896603	0.3003111051084904	0.18296484209722008	0.1970992414381554	0.3196248113561345	0.12459387707936703	9.540671580748834E-4	9.540671580748822E-4	-42319.25005239915	0.0	-58.990481590531296
547000	-42371.674453045525	-55.61572851814303	-42316.058724527385	0.48286885995003775	2021.9198708660774	6.836161150451825	0.562920777430265	2.3605495163609747	6.514383228544367	0.3003111051084904	0.18048932779474022	0.1970992414381554	0.32210032565861435	0.08131459499633435	0.0010794297705157265	0.001079429770515727	-42316.058724527385	0.0	-59.40314840878747
548000	-42364.70773708418	-44.13721995324507	-42320.57051713094	0.44478918900822767	2021.9579505370193	6.330227125664444	0.5392615860295615	3.0247209420468693	7.153650148737765	0.30170198623254013	0.1828239428364183	0.19395509286975027	0.3215189780612917	0.31559252975865926	0.0011737936290429432	0.0011737936290429438	-42320.57051713094	0.0	-47.093093433810836
549000	-42366.69091853022	-49.411359544224624	-42317.279558985996	0.4402025361564426	2021.962537189871	6.3109536523426115	0.5194343938071754	2.279855234074772	5.229162470800987	0.30170198623254013	0.18433206337864377	0.19263515340304618	0.32133079698577033	1.3297359005537523	0.001192172645520471	0.0011921726455204713	-42317.279558985996	0.0	-51.12551331084455
550000	-42353.98611415341	-48.87195439838558	-42305.11415975503	0.4173844843761608	2021.9853552416512	6.247671888336128	0.48526850221066636	2.4063620798130825	5.229162470800987	0.30170198623254013	0.18433206337864377	0.19263515340304618	0.32133079698577033	1.3297359005537523	0.0010981594800894808	0.0010981594800894806	-42305.11415975503	0.0	-50.618935596231985
551000	-42362.42872586058	-45.89466745718857	-42316.53405840339	0.4153505457783445	2021.987389180249	6.229554985571878	0.5190893938195916	2.4063620798130825	5.4196816089367275	0.30106634321135056	0.18206681636616937	0.19553604343671016	0.32133079698577033	1.3297359005537523	0.0011046450317420194	0.0011046450317420196	-42316.53405840339	0.0	-47.522437181961614
552000	-42372.29666472918	-47.04607540219284	-42325.25058932699	0.42682952024969184	2021.9759102057778	6.32890058059516	0.5905222523156263	2.148986889968677	5.40802238715	0.30106634321135056	0.18206681636616937	0.19553604343671016	0.32133079698577033	0.7943168535364946	0.0011061423352323586	0.0011061423352323595	-42325.25058932699	0.0	-49.718898266415046
553000	-42379.24479270985	-42.03256545791564	-42337.212227251934	0.4508075697032414	2021.9519321563241	6.234249538148102	0.6325546619442458	1.8473035546371939	5.723784243994482	0.29932978940149907	0.18206681636616937	0.19594237434765158	0.32266101988468043	0.4172077399442373	0.0012847270281294229	0.0012847270281294233	-42337.212227251934	0.0	-45.39438179367922
554000	-42361.68908386701	-52.165730754118044	-42309.52335311289	0.4497889292158053	2021.9529507968116	6.6543867115001305	0.6340889359453806	2.0500919732236276	5.052489161692528	0.29932978940149907	0.18228926260215927	0.19594237434765158	0.32243857364869055	0.3199590192292482	0.0010107206345991286	0.0010107206345991303	-42309.52335311289	0.0	-55.85743933319743
555000	-42355.791410971586	-48.723071931476596	-42307.06833904011	0.45612476547063846	2021.9466149605569	6.480723540028704	0.5215033882476127	2.527765506287088	5.785272873416659	0.3033961716584448	0.18228926260215927	0.19187599209070585	0.32243857364869055	0.17037925219136477	0.0011022594877896702	0.0011022594877896693	-42307.06833904011	0.0	-52.52353606982616
556000	-42362.648996689226	-56.48302413125968	-42306.16597255797	0.46082845813100143	2021.9419112678966	6.709882525729433	0.5329192011431495	2.2206009318856292	6.368654081992592	0.30005296955569194	0.18563246470491213	0.19279362301685857	0.32152094272253784	0.26985493645982256	0.001063743077736053	0.001063743077736053	-42306.16597255797	0.0	-60.038773336882066
557000	-42359.80889487478	-48.10456213913483	-42311.70433273565	0.5033494222183297	2021.899390303809	6.582792665650171	0.5322323988269876	1.5150386877575315	5.272792636134016	0.30092616582579323	0.18475926843481083	0.19488149829473092	0.3194330674446655	0.11980003074183954	0.0010858285510007065	0.001085828551000707	-42311.70433273565	0.0	-52.52644328982199
558000	-42366.55595642758	-45.97380987818202	-42320.5821465494	0.4816143406909851	2021.9211253853364	6.603734159618005	0.5457077000870829	2.946528204365146	6.858110029194599	0.2983956115161116	0.1849612916640096	0.193760260867676	0.3228828359522033	0.10369869698123053	9.706314875034775E-4	9.706314875034777E-4	-42320.5821465494	0.0	-49.451770532005334
559000	-42357.879976461656	-48.91185656561671	-42308.96811989604	0.4621492137576003	2021.9405905122699	6.3934014093712905	0.6490163750963255	2.627239765599127	6.858110029194599	0.2983956115161116	0.18673970394960573	0.19198184858207987	0.3228828359522033	0.2972245764076858	0.0011524017113727762	0.0011524017113727766	-42308.96811989604	0.0	-51.93461182917558
560000	-42362.584701379834	-48.73898828251272	-42313.84571309732	0.4150676702641754	2021.9876720557634	6.246494032816715	0.5095783627372018	2.627239765599127	5.298830324094717	0.3006619092985544	0.18350797585506246	0.19844164887020374	0.31738846597617987	0.6733871273508754	0.001054932598319407	0.0010549325983194074	-42313.84571309732	0.0	-51.65082656872625
561000	-42367.064297421806	-49.921666404343156	-42317.142631017465	0.43779328471996987	2021.9649464413076	6.330364347603994	0.5376252590985938	2.5342141321091622	6.227627560361034	0.3015668752259527	0.18350797585506246	0.19731041542418992	0.31761473349479535	0.4400911689810516	0.0010385120433101128	0.001038512043310113	-42317.142631017465	0.0	-53.04328202939502
562000	-42366.58199371935	-42.75183924534528	-42323.83015447401	0.4420649220897461	2021.9606748039378	6.180708491015154	0.5441335679533955	1.7639745816023136	6.227627560361034	0.3015668752259527	0.18350797585506246	0.1947032577662488	0.32022189115273647	0.11331664027904048	0.001140576250420074	0.0011405762504200744	-42323.83015447401	0.0	-46.809880205600095
563000	-42370.76900833428	-49.765892629898524	-42321.003115704385	0.4697312648296662	2021.9330084611977	6.477083221419826	0.5823950161466823	2.175416205211668	6.227627560361034	0.29820991658993906	0.1851743057470826	0.19753279543289173	0.3190829822300871	0.021898256936867217	0.0011977762970504632	0.0011977762970504643	-42321.003115704385	0.0	-53.76344567002788
564000	-42373.57959888355	-51.5636836870615	-42322.01591519649	0.4302788794342786	2021.972460846593	6.496000587154217	0.586141661413538	2.976087455087301	4.980342891288688	0.30264714536885945	0.1807370769681622	0.19564563798876083	0.320970139674218	0.026168804456650062	0.0010610790737157461	0.001061079073715746	-42322.01591519649	0.0	-55.58993086816059
565000	-42356.38716304994	-52.67970656123746	-42303.7074564887	0.4485853895564172	2021.954154336471	6.544314146229177	0.6186625976363942	3.040966952801616	6.631574378690716	0.29665430493751654	0.1833190083595158	0.19564563798876083	0.3243810487142073	0.22555981850025264	0.0010415381148338166	0.0010415381148338166	-42303.7074564887	0.0	-55.80766557554586
566000	-42352.59250458385	-38.95077675266338	-42313.641727831186	0.42576744142505607	2021.9769722846024	6.085093817047048	0.6363257328173504	2.2719218580043186	6.0174503016089	0.2956255490132511	0.1833190083595158	0.19564563798876083	0.32540980463847274	0.38863135501377516	0.0012712524570530407	0.0012712524570530413	-42313.641727831186	0.0	-42.12342016036433
567000	-42350.68851005143	-30.166030703549133	-42320.52247934788	0.45365323149009	2021.9490864945374	5.939633458008509	0.4460945376733344	2.4244789823758945	6.882437157127227	0.2969793155705811	0.1833190083595158	0.19429187143143084	0.32540980463847274	0.10457382764398017	0.00121090715587104	0.0012109071558710402	-42320.52247934788	0.0	-34.00924634467183
568000	-42339.391283868834	-27.87573482230903	-42311.515549046526	0.43373267984871977	2021.9690070461788	5.847995603420592	0.46438594978338743	1.9739022111528	6.879769134007926	0.2970683649376386	0.18038963953928455	0.19429187143143084	0.3282501240916465	0.04374128703173585	0.0012272664053404724	0.0012272664053404722	-42311.515549046526	0.0	-31.97449008230625
569000	-42345.21563482576	-30.789009366889655	-42314.42662545887	0.4565953011927352	2021.9461444248348	6.0000539482769195	0.48619130339823025	2.0100306325685513	7.3623308214769	0.298677338466884	0.17939084538801844	0.1950132600618328	0.32691855608326525	0.4160470286601898	0.0012724362595970995	0.0012724362595970995	-42314.42662545887	0.0	-33.96190262031766
570000	-42342.062864225096	-35.197617348717564	-42306.865246876376	0.45500338315861083	2021.947736342869	6.089489836961362	0.4509923998455215	3.253078552350969	6.947223225224938	0.298677338466884	0.18607160693543584	0.1950132600618328	0.3202377945358479	0.17681591024764223	0.0011868700551204837	0.0011868700551204833	-42306.865246876376	0.0	-38.5751216471392
571000	-42350.301144246965	-32.17241349161242	-42318.12873075535	0.44139479609738325	2021.96134492993	6.031590173339739	0.4593653251543047	3.0397945244385225	5.438337485598136	0.2969818954511549	0.18442004313320134	0.1983602668797964	0.3202377945358479	0.17173692763541337	0.0012915737354424544	0.001291573735442455	-42318.12873075535	0.0	-35.9635024110735
572000	-42336.80028627912	-27.44030250591243	-42309.3599837732	0.45096535735928583	2021.951774368668	5.967356918072419	0.479122163654983	2.983003105213458	6.539231903839193	0.29928489948942677	0.1821170390949295	0.1983602668797964	0.3202377945358479	0.06556496917604188	0.0012486229534298967	0.0012486229534298965	-42309.3599837732	0.0	-31.15628317163074
573000	-42331.2247446386	-22.522436051649134	-42308.70230858695	0.4589276008499843	2021.9438121251774	5.878433374080584	0.4295346455691282	3.1082395669778005	7.200579218428918	0.29928489948942677	0.1821170390949295	0.1983602668797964	0.3202377945358479	0.38728740555080876	0.0011592645271375197	0.0011592645271375195	-42308.70230858695	0.0	-25.524898797706864
574000	-42328.132676288245	-23.698979684447185	-42304.433696603795	0.47710122151550965	2021.9256385045119	5.99349771527828	0.47491585227494726	2.144486048899474	5.916190715767945	0.2998891011387943	0.1821170390949295	0.1983602668797964	0.31963359288648036	0.3580942188559995	0.0012364129046037666	0.001236412904603765	-42304.433696603795	0.0	-27.30965646087172
575000	-42340.39829370129	-26.127234087738433	-42314.27105961355	0.4876456123512427	2021.915094113676	6.032839070809839	0.4205657861083144	2.675984971345264	5.8996759469168385	0.30024301614856264	0.1821170390949295	0.19097093199365553	0.32666901276285293	0.17610499150872141	0.0012114054965462783	0.001211405496546279	-42314.27105961355	0.0	-30.02970255445778
576000	-42361.632784504116	-37.50680117312811	-42324.12598333099	0.4941768455575912	2021.9085628804698	6.3792599763889966	0.49581907419823684	2.315664517786194	5.515425851380472	0.30024301614856264	0.1821170390949295	0.19097093199365553	0.32666901276285293	0.07617040291411335	0.001258734660372784	0.001258734660372784	-42324.12598333099	0.0	-41.66917697206211
577000	-42349.08950860531	-20.355600457873273	-42328.73390814744	0.4990564320071396	2021.9036832940203	5.83502398682205	0.5032865358742025	2.9664215360522967	6.57643318708974	0.29969629586663893	0.18212598027748175	0.19978242197092755	0.31839530188495224	0.09881849064865399	0.0013834642227907095	0.0013834642227907087	-42328.73390814744	0.0	-23.910279949986176
578000	-42337.744995044726	-25.640670075889712	-42312.10432496884	0.42528499260132624	2021.9774547334262	5.726004633572192	0.5418864986264024	2.5736361375767314	6.713034575754824	0.30178579831289415	0.18679300057548817	0.19150083435296023	0.3199203667586579	0.004840131389297318	0.0013093675254177602	0.0013093675254177608	-42312.10432496884	0.0	-29.446281102858897
579000	-42340.51388237609	-18.635668820329226	-42321.87821355576	0.4437738768969374	2021.9589658491304	5.64266192213773	0.42421333346743917	2.644068705169317	7.423030043331486	0.30178579831289415	0.18267907436444414	0.19301767918570706	0.32251744813695515	0.13807954621447363	0.0013529833538566155	0.0013529833538566166	-42321.87821355576	0.0	-22.216948845961994
580000	-42349.56048463839	-24.616511270857643	-42324.94397336753	0.44505074673870293	2021.9576889792888	5.712247532216938	0.4350473139601906	3.8790357841620398	7.423030043331486	0.30286948798900437	0.18267907436444414	0.19301767918570706	0.32143375846084493	0.2558040157905139	0.0012213185270671027	0.001221318527067103	-42324.94397336753	0.0	-27.551447819420137
581000	-42341.233023314555	-41.66593768454331	-42299.56708563001	0.42839994970520984	2021.9743397763223	6.0143099711499115	0.5270518009403178	3.769441772020333	8.103527352655181	0.30286948798900437	0.18267907436444414	0.19727770994155494	0.317173727704997	0.42604703150939693	0.0011824178557909794	0.00118241785579098	-42299.56708563001	0.0	-43.96474879892226
582000	-42356.32449031395	-46.33474039479974	-42309.98974991915	0.42270067309054754	2021.980039052937	6.149201130205659	0.5824876165379361	1.499802518547948	5.055350483242632	0.3039465781414244	0.18160198421202411	0.19727770994155494	0.317173727704997	0.42604703150939693	0.0011238867904992261	0.0011238867904992261	-42309.98974991915	0.0	-50.11560552641874
583000	-42368.67927256442	-66.79518500302702	-42301.88408756139	0.4145215384771448	2021.9882181875503	6.5381266964568	0.572881444429125	3.0473108348559634	4.831596366571106	0.30614336917883445	0.1803525655582261	0.19633033755794285	0.317173727704997	0.8707343947484243	0.0010810920853346455	0.0010810920853346446	-42301.88408756139	0.0	-69.17033851776449
584000	-42369.09002352298	-67.75206090247625	-42301.3379626205	0.4351627496790392	2021.9675769763485	6.681872445262603	0.6045643642764444	2.825030176674984	6.5176398729970275	0.30438165415887536	0.1809250990887489	0.19676991821718542	0.31792332853519073	0.572949703605467	0.0010424533997658266	0.001042453399765827	-42301.3379626205	0.0	-70.31258735131792
585000	-42359.323439341286	-54.9942703965105	-42304.32916894477	0.43353332742581874	2021.9692063986017	6.309248357182887	0.6354925497368061	2.2359113221843443	6.110441741065674	0.3056371082106448	0.17650987165735119	0.19519309440157523	0.3226599257304291	1.1776137621830434	0.0011528544184421848	0.0011528544184421846	-42304.32916894477	0.0	-56.606217214555954
586000	-42353.04842609829	-52.098068166601095	-42300.95035793169	0.4355351467118055	2021.9672045793156	6.422441437529568	0.5908536639577937	2.05676313799768	4.644081260053696	0.29550365895000397	0.18664332091799207	0.19519309440157523	0.3226599257304291	0.07540639303237136	0.0011139803286288863	0.0011139803286288874	-42300.95035793169	0.0	-56.45585186768472
587000	-42341.90628614439	-46.49383451554151	-42295.41245162885	0.4322185573515744	2021.970521168676	6.249146750767751	0.5202367202593234	2.4837529482397276	5.302813847694577	0.2959836194899209	0.18664332091799207	0.1977950428455537	0.3195780167465337	0.356400889765767	0.0010827556324733423	0.0010827556324733431	-42295.41245162885	0.0	-50.06988603897733
588000	-42353.689116699075	-47.4799150526036	-42306.209201646474	0.45241063495576395	2021.9503290910716	6.349014750164954	0.5852106254521562	2.4837529482397276	5.257740532809469	0.3006856373529079	0.1805158630711871	0.1977950428455537	0.3210034567303517	0.47309103528138957	0.0011765516584221342	0.0011765516584221324	-42306.209201646474	0.0	-50.7049010018065
589000	-42341.99442489851	-36.68045653951896	-42305.31396835899	0.4538733443353398	2021.9488663816921	6.046567848907141	0.5307380583657106	2.493666969939116	6.7241992834292175	0.2993234366612061	0.18444942077323528	0.1938614851435055	0.3223656574220535	0.2303344464490101	0.001199342544337239	0.0011993425443372389	-42305.31396835899	0.0	-40.1113701376214
590000	-42363.523078072525	-42.04526651805111	-42321.477811554476	0.47632615623314084	2021.9264135697942	6.248093108651345	0.5814467535553239	2.63648115969553	6.7241992834292175	0.2993234366612061	0.18444942077323528	0.1938614851435055	0.3223656574220535	1.0247523486517982	0.0010852797379048693	0.001085279737904868	-42321.477811554476	0.0	-43.758716602516486
591000	-42361.419602004426	-47.476644665123345	-42313.9429573393	0.5179637377236608	2021.8847759883038	6.404737227062973	0.5559298977117167	1.6386469064566713	4.819439965969061	0.2993234366612061	0.18444942077323528	0.1938614851435055	0.3223656574220535	1.0247523486517982	0.0012167929635509844	0.0012167929635509866	-42313.9429573393	0.0	-50.09962472692714
592000	-42361.537647073455	-42.64977559434434	-42318.88787147911	0.4730562464691515	2021.9296834795582	6.2969904244019235	0.5575345888483962	2.527005079824993	6.4172221572956785	0.3011958023987662	0.18444942077323528	0.19310815641794993	0.3212466204100489	0.7091554391443001	0.001124368533346602	0.001124368533346601	-42318.88787147911	0.0	-45.14643700113457
593000	-42348.57074740228	-42.06768719823942	-42306.50306020404	0.47494811762165645	2021.9277916084059	6.239002150461129	0.5520293437344846	1.952715979611242	6.736607347383318	0.29684175090167886	0.18444942077323528	0.1940588153998611	0.32465001292522505	0.5105776168771232	0.0010205405511315093	0.0010205405511315097	-42306.50306020404	0.0	-45.12742698374503
594000	-42359.0480226939	-54.2528052225228	-42304.79521747138	0.4655249002922692	2021.9372148257353	6.490610457689278	0.5812130225925376	1.9115923477481627	5.938998783070725	0.3007335325036651	0.18444942077323528	0.1940588153998611	0.32075823132323883	0.25293057659947704	0.001200562460853698	0.0012005624608536969	-42304.79521747138	0.0	-57.96718384037311
595000	-42373.41540345287	-52.2842848022082	-42321.131118650665	0.4426318148905764	2021.960107911137	6.374011245504067	0.6267626347249724	2.188135351953221	4.976796649744834	0.3007335325036651	0.17583024427624416	0.19685069358431684	0.32658552963577425	0.2001200200033165	0.0010515749404694163	0.0010515749404694159	-42321.131118650665	0.0	-56.192272081918226
596000	-42360.08792493051	-53.41574389410153	-42306.6721810364	0.450034670179901	2021.9527050558474	6.517052869831915	0.5732159015531744	2.188135351953221	4.529971954815643	0.3007335325036651	0.17949398597621294	0.19358148434483646	0.3261909971752859	0.8989617279977653	0.0011558105450798076	0.001155810545079808	-42306.6721810364	0.0	-56.13219497363167
597000	-42357.1159702527	-49.310120510494656	-42307.8058497422	0.4833695135707046	2021.9193702124567	6.499938230162217	0.5002349969767109	1.7906439165355728	5.286552310160768	0.3001622373698271	0.18006528111005088	0.19358148434483646	0.3261909971752859	0.4843742868849355	0.001092168240874427	0.001092168240874427	-42307.8058497422	0.0	-52.94703249563202
598000	-42361.605124214395	-50.13092231161431	-42311.47420190278	0.4409845489086501	2021.961755177119	6.450950621637181	0.6132951804107085	1.9029997113288755	5.277790905523472	0.29973384219509025	0.18049367628478774	0.19358148434483646	0.3261909971752859	0.5442424732805408	0.0011715397692441273	0.0011715397692441273	-42311.47420190278	0.0	-53.39044457044547
599000	-42360.68891528375	-54.96507095436277	-42305.72384432938	0.4402089303699048	2021.9625307956576	6.453499480737048	0.6073753521369822	2.841101402977864	5.399500379396486	0.29768067239188456	0.186107714522484	0.19358148434483646	0.3226301287407953	0.4041401008136652	0.0010828339857102834	0.0010828339857102828	-42305.72384432938	0.0	-58.132432891888094
600000	-42365.57903146543	-62.20643441096011	-42303.37259705447	0.5108818563704092	2021.891857869657	6.758937902618912	0.5706830548996438	3.2832145780649893	7.142789788295095	0.29855305922383857	0.186107714522484	0.19687170712092536	0.3184675191327524	0.4041401008136652	0.0010274515564681007	0.0010274515564681005	-42303.37259705447	0.0	-64.85600210554469
601000	-42365.83440755243	-50.951223499931544	-42314.883184052494	0.47798572471187367	2021.9247540013155	6.538467337394282	0.5951378637333945	3.2832145780649893	7.191767337064014	0.30030649690153366	0.18435427684478892	0.19687170712092536	0.3184675191327524	0.2825638713430615	0.0011154704071896246	0.0011154704071896248	-42314.883184052494	0.0	-53.78462097251184
602000	-42353.02244563019	-48.086148152453674	-42304.93629747773	0.4206795128295559	2021.9820602131979	6.2783329102485315	0.6068029195898931	2.066221950951818	8.15005857071244	0.2996515409661211	0.18435427684478892	0.19687170712092536	0.31912247506816493	0.07728049836599196	0.001208168411091365	0.0012081684110913636	-42304.93629747773	0.0	-51.53815336974512
603000	-42364.929595169604	-56.424991377837074	-42308.504603791764	0.4253846359850675	2021.9773550900425	6.345387700541402	0.5502664970541988	3.1950300535015317	8.15005857071244	0.2996515409661211	0.1812911756650921	0.19993480830062219	0.31912247506816493	0.07728049836599196	0.0013101006037938923	0.0013101006037938916	-42308.504603791764	0.0	-59.52822593966481
604000	-42365.96146817752	-49.71510519648132	-42316.24636298104	0.42236548131797236	2021.9803742447095	6.295354487517454	0.5626231141724407	3.1950300535015317	9.378314244579963	0.2996515409661211	0.1812911756650921	0.19993480830062219	0.31912247506816493	0.12069893147105039	0.0011323226580555385	0.0011323226580555383	-42316.24636298104	0.0	-52.50329509378734
605000	-42364.05968859388	-66.06307956454063	-42297.99660902934	0.4372715899197814	2021.9654681361076	6.732730499859026	0.6188799932828412	2.5539182052871445	6.194202944680863	0.29729410609547274	0.1812911756650921	0.19800443314040553	0.32341028509902997	0.06399959712621481	0.0010169772304667573	0.0010169772304667582	-42297.99660902934	0.0	-69.7975370015538
606000	-42351.741780837365	-53.157840382285826	-42298.58394045508	0.4257161329613707	2021.9770235930662	6.303567998552301	0.5938944936512041	2.8369679985853593	6.357033533942398	0.29729410609547274	0.1812911756650921	0.19800443314040553	0.32341028509902997	0.5461716481301118	0.001162159687442904	0.0011621596874429034	-42298.58394045508	0.0	-55.81187194854404
607000	-42358.11713890393	-52.58747371097315	-42305.52966519296	0.4117100554539598	2021.9910296705734	6.263554476251505	0.5514640784755653	2.335435378459002	6.949183513294213	0.2956899197437711	0.18329194717665193	0.1983286799324535	0.32268945314712383	0.5461716481301118	0.001066957684627925	0.001066957684627926	-42305.52966519296	0.0	-55.37425892042963
608000	-42379.06530264761	-58.78676173065215	-42320.27854091695	0.4483140258656435	2021.954425700162	6.437582129931064	0.558922767066654	2.607185364155631	4.9030668004947495	0.2954831735585932	0.18329194717665193	0.1983286799324535	0.32289619933230174	0.7607338376886092	0.00103928869833549	0.0010392886983354903	-42320.27854091695	0.0	-61.54855042626498
609000	-42352.57158661501	-50.100105030486844	-42302.47148158453	0.47057180124305986	2021.9321679247844	6.290509972080569	0.5795677433988434	2.3938582948579277	6.2715746979509	0.2954831735585932	0.18329194717665193	0.1983286799324535	0.32289619933230174	0.020495955069563632	0.0011429979085853692	0.0011429979085853703	-42302.47148158453	0.0	-54.01891045572763
