# BEAST v1.8.1, r6542
# Generated Wed Feb 11 17:06:25 GMT 2015 [seed=1423674359309]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
788000	-12114.924330869955	-360.68304521949113	-11754.241285650463	12.974099686477624	15.159334582339342	7.18333190945661	11.667469127740576	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.13531665061074075	1.5647266441166412	0.6143135713419887	1.7713728573160217	0.005968039778343797	-5197.962321611472	-6556.278964038992	-346.02386382150826
789000	-12115.776139272764	-363.06525096731866	-11752.710888305446	12.6568371964027	16.391527066564652	7.18333190945661	11.667469127740576	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.13531665061074075	1.5647266441166412	0.5338232684230831	1.9323534631538328	0.00532012340278096	-5185.916833449192	-6566.794054856254	-348.4462800949245
790000	-12120.95839652814	-369.4217339237497	-11751.53666260439	12.461505332086288	15.668627923447398	7.18333190945661	11.667469127740576	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	2.196730006879333	0.5868859647044962	1.8262280705910068	0.005281437539247761	-5186.010327259638	-6565.526335344753	-353.5839838266888
791000	-12129.117828685548	-373.4874857570336	-11755.630342928514	12.857438475965191	23.22133596563508	7.18333190945661	11.667469127740576	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	2.196730006879333	0.5846929264654457	1.8306141470691077	0.005743656144685056	-5201.82984298213	-6553.800499946386	-357.1786438318245
792000	-12135.455961749589	-371.0996211425445	-11764.356340607044	13.17489944937662	16.537944270101956	8.411570461836122	13.44579307951233	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5654001916670638	1.8691996166658715	0.005544783081070441	-5199.468020109875	-6564.888320497169	-355.5993248816665
793000	-12135.713913596372	-375.25562633409675	-11760.458287262274	13.292255298213673	24.26658777770083	8.587631746586228	13.44579307951233	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5289964721360095	1.94200705572798	0.005284102605867899	-5199.847064642577	-6560.611222619697	-359.3770278061165
794000	-12126.414085060174	-372.65082126128823	-11753.763263798886	13.465137430580988	18.299439716028562	8.535182127205527	13.44579307951233	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5898384552110424	1.8203230895779146	0.005097789069883905	-5188.933393641318	-6564.829870157569	-357.0897315966088
795000	-12127.07200468737	-366.6185014600795	-11760.45350322729	13.421989143406833	17.915034157325884	7.381306288916188	14.040612973193891	0.34446921656409757	0.18912277935950983	0.2042125386897094	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5686001078574625	1.8627997842850745	0.005206152283110019	-5202.926912863639	-6557.526590363653	-351.22145155469127
796000	-12122.96287131565	-368.39710131417735	-11754.565770001473	13.664759452533229	17.665311455402026	7.381306288916188	14.040612973193891	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5305822098956912	1.9388355802086172	0.005316497299270428	-5200.008293810003	-6554.5574761914695	-352.99862420936614
797000	-12125.78914114347	-368.5073044599942	-11757.281836683476	13.710361620737777	18.230543729331732	7.381306288916188	14.040612973193891	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5602976980888619	1.8794046038222758	0.005237167008738923	-5190.668946232565	-6566.612890450912	-353.0885864600372
798000	-12125.885546255042	-373.0326962230956	-11752.852850031946	13.785924571940837	20.255026430971593	7.381306288916188	14.040612973193891	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.1380505902301287	1.7080538967973165	0.5612989685581309	1.8774020628837378	0.005158731888746779	-5192.24159440297	-6560.611255628976	-357.5191138013112
799000	-12125.76794762322	-373.68308544531436	-11752.084862177906	14.069501632366944	19.014358097280915	7.381306288916188	12.790503182430077	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.1380505902301287	1.6367677278264046	0.5368072766626734	1.9263854466746528	0.005061047554036096	-5199.726594032345	-6552.358268145561	-358.57579192603873
800000	-12137.693766351116	-375.51114976779706	-11762.182616583319	13.847845111920247	17.472158802927932	7.381306288916188	12.790503182430077	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.151660208165363	1.6367677278264046	0.5447076880454804	1.9105846239090387	0.0049421989265498074	-5191.341138519673	-6570.841478063645	-360.4744495458383
801000	-12144.573097416158	-373.22778345751834	-11771.34531395864	13.638032787394657	18.248549891426087	7.381306288916188	13.171953636138609	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.151660208165363	1.6367677278264046	0.5785717437184763	1.842856512563047	0.00504194996474157	-5201.15674355937	-6570.18857039927	-358.07782006394797
802000	-12127.10705731912	-369.47070237621926	-11757.6363549429	13.484999904396812	16.7700499740091	7.381306288916188	13.171953636138609	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.151660208165363	1.6367677278264046	0.5935539796747287	1.8128920406505422	0.005652526562707793	-5202.054134653375	-6555.582220289527	-354.31383091730817
803000	-12124.22142364642	-367.81478952971565	-11756.406634116705	13.146049414856682	17.372991519906527	8.371773794745451	12.057946189239216	0.34446921656409757	0.19593317806560798	0.19740213998361125	0.26219546538668387	0.151660208165363	1.6367677278264046	0.6126426229614771	1.7747147540770454	0.00549520716303727	-5199.343854746494	-6557.0627793702115	-352.61373202195523
804000	-12116.460164454631	-369.9226856184526	-11746.537478836179	13.110246781595404	18.860673108719226	7.921374971584153	12.059019886752948	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.1466922054167309	1.6367677278264046	0.5595951039036572	1.8808097921926852	0.005500961896003562	-5197.525355277453	-6549.012123558726	-354.7424044274233
805000	-12128.029369666876	-369.72356089598435	-11758.305808770892	14.01770274059581	16.614532960426516	7.921374971584153	12.059019886752948	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.15269293131639788	1.6367677278264046	0.5683052351702773	1.863389529659445	0.0050981570300143155	-5207.587713524132	-6550.71809524676	-354.7162426359498
806000	-12117.844981675424	-366.1165702894756	-11751.728411385948	13.50235515384537	16.701072190707812	7.921374971584153	12.655374636302641	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.15269293131639788	1.6367677278264046	0.5725672749645497	1.8548654500709	0.005463271534544643	-5202.0075222881605	-6549.720889097787	-350.95706226463017
807000	-12115.00285347199	-365.231659131391	-11749.7711943406	13.050627150919695	16.907686016219643	7.921374971584153	12.655374636302641	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.15269293131639788	1.6367677278264046	0.5742839354344328	1.851432129131134	0.005541415478820496	-5210.70124590745	-6539.06994843315	-350.0468113759575
808000	-12113.500100296913	-364.1437422854484	-11749.356358011464	13.024534769909469	18.166943811583568	7.639283919244255	12.655374636302641	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.15269293131639788	1.6367677278264046	0.5971535587074067	1.8056928825851861	0.005530521218810132	-5199.602419867763	-6549.753938143702	-348.9495799796885
809000	-12109.168382197544	-367.42706310903566	-11741.741319088509	12.983220646371981	19.28960138681618	7.183416207499676	12.655374636302641	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.14134210824403942	1.965885144604072	0.5863253068453966	1.8273493863092063	0.005533703663982239	-5200.077069288054	-6541.664249800455	-351.6378706016233
810000	-12123.771346834237	-368.68512447469715	-11755.08622235954	13.24247035037797	17.782313274920092	7.183416207499676	12.655374636302641	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.14134210824403942	1.965885144604072	0.5968683720446303	1.806263255910739	0.005155642403598435	-5203.879408750883	-6551.206813608657	-353.0337792228931
811000	-12116.633526885853	-365.69808717485614	-11750.935439710996	13.139368899041493	19.15029894812381	9.640032547539082	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.1585978798135081	1.9798460139042393	0.5595612035111871	1.8808775929776254	0.006096463216774565	-5201.781595294974	-6549.1538444160215	-349.0269485536977
812000	-12121.918229151424	-367.0099667907692	-11754.908262360655	13.035858050074228	16.835214262452787	8.040363554264628	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.1585978798135081	1.6221622545387424	0.5935532822445827	1.8128934355108342	0.005507999776829089	-5196.243236922791	-6558.665025437865	-351.61880370743637
813000	-12124.791949763823	-363.95314385625784	-11760.838805907566	13.334610125174668	15.441852777100829	7.331991796258394	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.1585978798135081	1.6221622545387424	0.5524670722024478	1.8950658555951039	0.005464712982888704	-5206.367418587869	-6554.471387319696	-348.8090375444067
814000	-12117.929015398986	-365.0805020470435	-11752.848513351943	12.945608795967363	16.577252664462343	7.402915986964766	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.1585978798135081	1.6221622545387424	0.5672260793418447	1.8655478413163102	0.005829464615428491	-5203.950360302299	-6548.898153049644	-349.7829229067359
815000	-12120.684258197374	-370.2817311570963	-11750.402527040278	12.90427694594142	19.393378412895842	7.402915986964766	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.12650742319960864	1.6221622545387424	0.5722479160843476	1.8555041678313045	0.005507506037328232	-5197.514313096767	-6552.888213943512	-354.95111969346846
816000	-12119.533448858107	-368.76545283074984	-11750.767996027356	13.689941376496341	20.48134364141582	7.402915986964766	14.03317215443519	0.34084739109296147	0.19593317806560798	0.20102396545474738	0.26219546538668387	0.12650742319960864	1.6221622545387424	0.5666013857755967	1.8667972284488061	0.005516687700648094	-5194.396045491093	-6556.371950536262	-353.37871603223357
817000	-12116.050480798625	-364.7733267153918	-11751.277154083233	13.606135014940703	16.02093969389199	7.402915986964766	14.03317215443519	0.34613460914365846	0.19064596001491096	0.20102396545474738	0.26219546538668387	0.12641716906875597	1.6221622545387424	0.522288117864645	1.9554237642707095	0.005265004509814294	-5198.185131103873	-6553.09202297936	-349.67128296492825
818000	-12113.280828396817	-363.6280169754441	-11749.652811421372	13.188066445107438	15.606209889929708	7.402915986964766	13.134601533313806	0.34613460914365846	0.19064596001491096	0.20102396545474738	0.26219546538668387	0.12641716906875597	1.6221622545387424	0.5649915928303169	1.8700168143393658	0.005192207557000562	-5196.216346356351	-6553.4364650650205	-348.6964275763365
819000	-12114.357342257206	-369.7701404245318	-11744.587201832674	13.313106811627383	19.194128479109768	7.402915986964766	13.134601533313806	0.34613460914365846	0.1848499314838148	0.20681999398584355	0.26219546538668387	0.12641716906875597	1.6221622545387424	0.5896587640332002	1.8206824719335992	0.005093060194539496	-5199.723842104616	-6544.863359728057	-354.64420318812427
820000	-12127.898153828131	-373.179216273516	-11754.718937554615	13.2373277973825	21.73675994667958	7.402915986964766	11.784480115708071	0.34613460914365846	0.1848499314838148	0.20681999398584355	0.26219546538668387	0.12641716906875597	1.6221622545387424	0.5513416627401035	1.8973166745197925	0.005376984109769579	-5195.146303236305	-6559.57263431831	-358.10397087603485
821000	-12122.397994276082	-372.6668953903752	-11749.731098885706	13.259954990695135	20.710458877758764	7.402915986964766	11.784480115708071	0.34613460914365846	0.1848499314838148	0.20681999398584355	0.26219546538668387	0.12641716906875597	1.6221622545387424	0.5668958247281426	1.8662083505437144	0.0051586415234371776	-5204.4689826699505	-6545.262116215757	-357.67077349778566
822000	-12126.355753787715	-374.69227834895133	-11751.663475438763	13.49161823177516	22.849094651067002	7.402915986964766	11.784480115708071	0.34613460914365846	0.1848499314838148	0.20681999398584355	0.26219546538668387	0.128835378205263	1.510349174089349	0.5294690206834927	1.9410619586330142	0.005103756768243632	-5202.256116183234	-6549.40735925553	-359.82357193498376
823000	-12117.051307244019	-376.7370089509117	-11740.314298293108	13.251793816777788	16.278317836211965	7.402915986964766	11.784480115708071	0.34613460914365846	0.1848499314838148	0.20681999398584355	0.26219546538668387	0.128835378205263	2.0665416855168957	0.5561033833509613	1.887793233298077	0.005009289008054485	-5194.294326762934	-6546.019971530173	-361.106084686673
824000	-12116.452001973903	-367.340752775778	-11749.111249198126	13.051984856495384	16.605583784065963	7.402915986964766	11.546795769563541	0.34613460914365846	0.1751645071576587	0.20301785500148622	0.2756830286971973	0.128835378205263	2.0665416855168957	0.547068061503276	1.9058638769934475	0.0055663476212611624	-5201.735577916862	-6547.375671281264	-351.6495833653758
825000	-12117.629794051038	-361.61168494827524	-11756.018109102763	13.562693743731732	15.821258500396999	7.868319203192926	13.785854077475488	0.34613460914365846	0.1751645071576587	0.20301785500148622	0.2756830286971973	0.128835378205263	2.0554905406493353	0.5881685761013357	1.8236628477973282	0.00541466994676253	-5190.78602939905	-6565.232079703714	-345.5635140786708
826000	-12107.52469848367	-364.6439454636149	-11742.880753020056	13.403606324290877	16.42691210793954	7.868319203192926	13.785854077475488	0.34613460914365846	0.1751645071576587	0.20301785500148622	0.2756830286971973	0.128835378205263	2.0554905406493353	0.5610247492221134	1.8779505015557727	0.005688739943579592	-5200.302695020996	-6542.57805799906	-348.5109552690657
827000	-12111.100083153124	-369.74271290931534	-11741.357370243808	12.847917464215556	19.258278907659093	7.868319203192926	13.785854077475488	0.34613460914365846	0.1751645071576587	0.20301785500148622	0.2756830286971973	0.1488974314687488	2.0554905406493353	0.5860573769556892	1.8278852460886212	0.0054240402926755815	-5190.586247567865	-6550.771122675942	-353.45635364124314
828000	-12109.804583764822	-364.0532607176404	-11745.751323047181	13.101530967990701	18.508118115606738	7.868319203192926	12.9311308278305	0.34613460914365846	0.1751645071576587	0.20301785500148622	0.2756830286971973	0.1488974314687488	2.0554905406493353	0.5475775128631666	1.9048449742736664	0.0054688171441008996	-5190.650039747074	-6555.101283300109	-347.9286411509842
829000	-12111.261715020666	-362.3554456203802	-11748.906269400286	13.416333052122264	19.3369357810082	7.868319203192926	12.9311308278305	0.35242083102653077	0.18626668924960293	0.20301785500148622	0.25829462472238074	0.1488974314687488	2.0554905406493353	0.6033025497893753	1.793394900421249	0.005862659331520485	-5191.626987895377	-6557.279281504908	-346.1141253584566
830000	-12116.75421850028	-364.04124461674826	-11752.712973883532	13.533064758592769	15.124064021266461	7.868319203192926	10.475282125931383	0.35242083102653077	0.18626668924960293	0.20301785500148622	0.25829462472238074	0.1488974314687488	2.0554905406493353	0.5615778772551465	1.8768442454897065	0.0055883646687024625	-5201.48011278611	-6551.232861097423	-348.50490033330243
831000	-12109.23187598874	-368.81771985620225	-11740.414156132538	13.081953842734313	17.489233468203313	7.868319203192926	10.475282125931383	0.35445552508906375	0.18423199518706992	0.20301785500148622	0.25829462472238074	0.1488974314687488	2.0554905406493353	0.5772343182698598	1.84553136346028	0.00551349899482897	-5183.676755033497	-6556.737401099042	-353.14897851473745
832000	-12116.046068229176	-370.8997773770629	-11745.146290852113	13.038002977351608	18.383426676367858	7.868319203192926	10.475282125931383	0.35445552508906375	0.19357873264043898	0.20301785500148622	0.24894788726901168	0.14356983405213003	2.0554905406493353	0.5736183241354523	1.852763351729095	0.005597599006209984	-5185.71456608826	-6559.431724763854	-355.17729141384876
833000	-12110.171814478103	-368.4904347509716	-11741.681379727132	12.955184828261782	15.592171763462526	7.868319203192926	13.56274015723117	0.3409342959366425	0.19357873264043898	0.20301785500148622	0.26246911642143295	0.14356983405213003	2.0554905406493353	0.5999353868311137	1.8001292263377722	0.005651842510056073	-5197.050702215335	-6544.630677511796	-352.42016197927313
834000	-12112.369098571051	-373.2221150367232	-11739.146983534327	13.172704371257652	18.794596469876282	7.868319203192926	13.56274015723117	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.14356983405213003	2.0554905406493353	0.594350257384027	1.8112994852319455	0.005390383603114773	-5191.898446444334	-6547.248537089992	-357.00923167626854
835000	-12133.632432050357	-371.65214447160423	-11761.980287578754	13.536956238819435	18.27162159598523	7.868319203192926	10.216214207439231	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.14356983405213003	2.0554905406493353	0.5172515475155852	1.9654969049688291	0.005475150509270441	-5188.658160203133	-6573.322127375622	-356.0031243552424
836000	-12119.017396578904	-369.1691797038325	-11749.84821687507	13.464219111517776	19.216868609157277	7.22084484159859	13.739720947595325	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.14356983405213003	2.0554905406493353	0.6040835988742025	1.7918328022515946	0.0053220507508246594	-5195.891424112511	-6553.956792762559	-353.0599444506422
837000	-12123.295670638774	-373.1798697042938	-11750.11580093448	13.547810262355243	24.314163074067167	7.22084484159859	13.739720947595325	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.1339240714583166	2.0554905406493353	0.5532270382143074	1.8935459235713847	0.005336322520079192	-5190.75754534341	-6559.35825559107	-356.852547659334
838000	-12117.85421775454	-366.5653903375943	-11751.288827416945	13.182661573351776	14.924835795257977	7.22084484159859	12.103496242954746	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.16086464668429376	2.0554905406493353	0.5826119364850821	1.8347761270298353	0.005378955240292449	-5199.018614741077	-6552.270212675868	-350.9189266217925
839000	-12119.182212671509	-364.62513607707854	-11754.55707659443	13.154151255733147	16.496832780120247	7.131357716704546	12.103496242954746	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.14647779827222188	2.0442582728756147	0.5610178288035435	1.8779643423929127	0.005611407503387491	-5198.390150628289	-6556.166925966141	-348.9113690291786
840000	-12115.313769101549	-365.5645858504491	-11749.7491832511	12.593562642870817	17.70315906357908	7.131357716704546	12.103496242954746	0.3409342959366425	0.18036048474815142	0.20301785500148622	0.27568736431372054	0.14647779827222188	2.0442582728756147	0.5348918150408732	1.930216369918253	0.005920150729393543	-5200.131394537461	-6549.61778871364	-349.71966940595337
841000	-12110.58133480288	-368.5867641605277	-11741.994570642353	13.189497256074821	16.419125985333498	7.131357716704546	12.103496242954746	0.3603821586041106	0.18036048474815142	0.20692472660815653	0.2523326300395821	0.16846844236317546	2.0442582728756147	0.5948934073225487	1.8102131853549022	0.005242743395535873	-5193.728188524163	-6548.266382118191	-352.89219419330965
842000	-12117.96034294184	-366.40293107895053	-11751.55741186289	12.940380813964328	16.24052402223793	7.131357716704546	12.103496242954746	0.3603821586041106	0.18036048474815142	0.20692472660815653	0.2523326300395821	0.16846844236317546	2.0442582728756147	0.5946537407393313	1.810692518521337	0.005268746936867128	-5190.372334279225	-6561.1850775836665	-350.71567018171356
843000	-12114.851088132695	-361.3161986594963	-11753.534889473198	13.041413923363658	16.591120401963195	7.131357716704546	12.103496242954746	0.3603821586041106	0.18036048474815142	0.21271471478449305	0.2465426418632456	0.17412402462324755	2.0442582728756147	0.5619601528118697	1.87607969437626	0.005910885039365492	-5196.383513815619	-6557.151375657579	-345.4828372935282
844000	-12121.577414388561	-364.6466878073688	-11756.930726581193	13.021885261918316	18.332943266630714	7.131357716704546	12.103496242954746	0.3603821586041106	0.18036048474815142	0.21271471478449305	0.2465426418632456	0.17412402462324755	2.0442582728756147	0.5986109941293297	1.8027780117413401	0.00565093803356481	-5183.778688522375	-6573.152038058818	-348.7649325271836
845000	-12120.85778940295	-365.5500375020321	-11755.307751900917	13.552398324241935	16.78867338872143	7.131357716704546	12.911267166461139	0.3603821586041106	0.18036048474815142	0.21271471478449305	0.2465426418632456	0.17412402462324755	2.0442582728756147	0.6164501596940549	1.7670996806118897	0.005691726858668463	-5186.146268695495	-6569.161483205423	-349.6210083342957
846000	-12119.005461249357	-363.9142014262022	-11755.091259823155	12.699339546935745	15.829069489710337	7.131357716704546	12.911267166461139	0.3325136569972156	0.18036048474815142	0.21271471478449305	0.2744111434701406	0.15557612997623782	2.0442582728756147	0.5596335308143495	1.8807329383713005	0.0054340784798521755	-5190.530104094029	-6564.561155729127	-348.1258665617963
847000	-12123.139484649613	-363.9242165510768	-11759.215268098536	13.11302307488563	16.14843442852397	7.131357716704546	12.911267166461139	0.3325136569972156	0.18036048474815142	0.21271471478449305	0.2744111434701406	0.15557612997623782	2.0442582728756147	0.5769342511328869	1.8461314977342258	0.0057076192483797245	-5191.665474874848	-6567.5497932236885	-348.0681632045494
848000	-12126.592263536852	-362.1363248506493	-11764.455938686202	13.014273899423392	16.897626047294402	7.131357716704546	12.911267166461139	0.3325136569972156	0.18036048474815142	0.21271471478449305	0.2744111434701406	0.14480460128203634	2.0442582728756147	0.6291579084683249	1.7416841830633498	0.005804012542858829	-5195.400516628949	-6569.055422057253	-346.2376590946178
849000	-12127.391591606967	-366.5284159289288	-11760.863175678038	13.208767706582758	18.507360956812622	7.131357716704546	12.911267166461139	0.3335833400180648	0.20323648815238549	0.20794081441365733	0.25523935741589304	0.15959834532339445	2.0442582728756147	0.5903892123210692	1.819221575357861	0.005694320414802639	-5200.1299866884565	-6560.73318898958	-350.53048614972965
850000	-12120.927292782671	-365.218862089106	-11755.708430693565	13.231989992994047	18.078034034719984	7.131357716704546	12.911267166461139	0.33669955031898363	0.20323648815238549	0.20482460411273848	0.25523935741589304	0.15959834532339445	2.0442582728756147	0.5993608315322079	1.8012783369355838	0.005894460406414625	-5202.576416921532	-6553.132013772033	-349.20449998685217
851000	-12116.42379704719	-365.3677008909727	-11751.056096156217	13.459158180347242	15.660503983954865	7.9342166248799195	12.703542344309048	0.33669955031898363	0.20323648815238549	0.20482460411273848	0.25523935741589304	0.15959834532339445	2.0442582728756147	0.5941417900730668	1.811716419853866	0.005896172172864539	-5202.379314587046	-6548.676781569171	-349.3526647676733
852000	-12114.23669429411	-369.84697653970454	-11744.389717754406	13.022334678257776	17.27320738076923	7.9342166248799195	11.537885721778215	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.0442582728756147	0.5591578224583329	1.8816843550833338	0.005596415107743613	-5192.997312119078	-6551.392405635327	-353.980343788939
853000	-12126.3511657062	-373.5715918216846	-11752.779573884516	12.819834353091796	20.616573372541183	6.606256348046282	11.537885721778215	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.0442582728756147	0.5727451242931029	1.8545097514137938	0.00534347804116029	-5193.589428376814	-6559.190145507701	-357.8673352909319
854000	-12123.833006568078	-371.1835857969352	-11752.649420771144	12.777520319569092	18.031975822087134	6.606256348046282	11.622780871664446	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.134067585788749	0.5849272639474143	1.8301454721051709	0.005246979522030142	-5201.838097163956	-6550.811323607188	-355.43341591790136
855000	-12121.948193264156	-364.8898022540336	-11757.058391010121	13.618470399132995	17.68111396748691	7.532802400046409	11.622780871664446	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.134067585788749	0.5849272639474143	1.8301454721051709	0.005361296899574877	-5196.210300080504	-6560.848090929618	-348.93136090719264
856000	-12118.833716785295	-364.3557492371843	-11754.477967548111	12.861721207868278	18.211160117468886	7.532802400046409	11.622780871664446	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.134067585788749	0.6075414902209209	1.7849170195581578	0.0058212769681365815	-5197.671385815496	-6556.806581732614	-348.2864414341395
857000	-12124.725006621284	-365.74742489738793	-11758.977581723895	13.100018846728414	15.791836545614943	7.532802400046409	12.560486343164015	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.15959834532339445	2.134067585788749	0.5919360887520785	1.8161278224958426	0.005519098400768273	-5200.206612764096	-6558.7709689598	-349.72507074594347
858000	-12128.175566963611	-369.5565325585478	-11758.619034405063	13.02837615527617	17.682323569515003	7.555607750469882	12.560486343164015	0.33669955031898363	0.2044154947860692	0.20482460411273848	0.25406035078220934	0.1496770606311839	2.134067585788749	0.5525882227026007	1.8948235545947982	0.005223589490605979	-5201.471205206601	-6557.147829198463	-353.48097803373525
859000	-12125.036205329498	-368.1727243956176	-11756.86348093388	12.964903096449143	17.606800819864414	7.555607750469882	12.370936727814446	0.33261913520842423	0.1969119729871749	0.21640854102219223	0.25406035078220934	0.1496770606311839	1.598586877989126	0.6222614094671444	1.7554771810657108	0.005517233930953607	-5201.9461304090655	-6554.9173505248145	-353.1577259585011
860000	-12122.180095882946	-370.2894452992839	-11751.890650583662	13.085258851954842	16.093346469932964	5.218394182018999	12.370936727814446	0.34756493575757813	0.1969119729871749	0.20146274047303836	0.25406035078220934	0.1496770606311839	1.598586877989126	0.5959201670863952	1.8081596658272092	0.005320797635632378	-5206.960173845983	-6544.930476737679	-355.96371043871625
861000	-12120.062840160734	-367.1929969459076	-11752.869843214827	13.28223350747104	21.5161764835262	6.283264414236754	12.370936727814446	0.34756493575757813	0.1969119729871749	0.18922679339684384	0.26629629785840386	0.15202392774211423	1.8440039340447971	0.5855532189265168	1.828893562146966	0.005311138454180385	-5199.321261204992	-6553.548582009835	-351.808501094814
862000	-12123.685780681182	-367.0730509293281	-11756.612729751854	13.15314109974392	18.36828516782915	9.211035451377327	12.370936727814446	0.3330771530417522	0.1969119729871749	0.18922679339684384	0.28078408057422977	0.15202392774211423	1.8440039340447971	0.5508985328059256	1.8982029343881481	0.005576464644579702	-5215.513303042197	-6541.099426709658	-351.169714462522
863000	-12124.19089661998	-365.5158277116968	-11758.675068908284	13.03341145649121	18.338655629981925	9.211035451377327	12.370936727814446	0.3330771530417522	0.1969119729871749	0.18922679339684384	0.28078408057422977	0.15202392774211423	1.8440039340447971	0.6132523544594698	1.7734952910810597	0.005464852608886112	-5210.877393740542	-6547.797675167741	-349.6329638291832
864000	-12112.76532344604	-366.48617046510657	-11746.279152980933	13.009365679366491	16.255617731575008	9.211035451377327	12.359859406685985	0.3330771530417522	0.1969119729871749	0.18922679339684384	0.28078408057422977	0.15202392774211423	1.8440039340447971	0.58077259264081	1.8384548147183792	0.005552604366748754	-5196.798131786991	-6549.481021193943	-350.71093316601565
865000	-12114.895006221437	-370.60187267344617	-11744.293133547992	13.01195788532642	14.661168539757817	7.348997055575393	12.359859406685985	0.3330771530417522	0.20308000639749732	0.18922679339684384	0.2746160471639073	0.1537964640161882	1.8440039340447971	0.5537768930492399	1.8924462139015195	0.005246708509311477	-5200.491231524897	-6543.801902023096	-355.3598088245347
866000	-12116.281222446836	-372.67630190119223	-11743.604920545644	13.093329086805038	17.14018015549517	7.348997055575393	13.835649332255652	0.3330771530417522	0.20308000639749732	0.19590839509113533	0.2679344454696158	0.1537964640161882	1.8440039340447971	0.5632415695632993	1.8735168608734007	0.005197164575865783	-5194.099406426536	-6549.505514119108	-357.05854984043003
867000	-12119.950469606203	-371.8552640514059	-11748.095205554797	13.114280752710425	19.885109834605647	7.946692598877516	11.80831696933793	0.3330771530417522	0.19618096522083844	0.20280743626779424	0.2679344454696158	0.1537964640161882	1.7877770225196894	0.5731631641117984	1.8536736717764026	0.005552600458055071	-5188.9113214804765	-6559.18388407432	-356.332623884947
868000	-12122.45864094316	-372.23072726489977	-11750.22791367826	13.042708996203068	23.82860875145274	7.946692598877516	11.80831696933793	0.3330771530417522	0.19618096522083844	0.20280743626779424	0.2679344454696158	0.1537964640161882	1.7877770225196894	0.5462960688008841	1.9074078623982311	0.005437161455987627	-5202.845274701875	-6547.382638976385	-356.54634556738705
