# BEAST v1.8.1, r6542
# Generated Wed Feb 11 17:06:25 GMT 2015 [seed=1423674359309]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
24000	-12547.15106255305	-503.0244310604403	-12044.12663149261	25.588936341553428	68.3782613144686	5.149708185013085	12.185002356705176	0.29341608241189326	0.2043897785937054	0.2473370725886397	0.25485706640576167	0.14512974268041615	1.4888872073672244	0.5729031987022916	1.854193602595417	0.0021145925191590424	-5264.957766096858	-6779.1688653957535	-487.4284530374992
25000	-12531.789688824692	-499.8796322266732	-12031.910056598019	26.366586067813653	76.89587216429227	6.346748540263788	12.185002356705176	0.3009167010574251	0.20432525685683817	0.23990097567997515	0.25485706640576167	0.14512974268041615	1.21690714056454	0.5729031987022916	1.854193602595417	0.002100276961042372	-5256.783288003656	-6775.126768594362	-484.3987602117405
26000	-12524.750424761656	-499.61266185574226	-12025.137762905913	27.211238434798396	69.42883191963018	7.533198789043112	12.185002356705176	0.3009167010574251	0.1953738311250072	0.23990097567997515	0.2638084921375926	0.14512974268041615	1.21690714056454	0.5706090309868878	1.8587819380262247	0.0022831726981654764	-5250.851447346242	-6774.286315559671	-483.9969080730517
27000	-12497.943617353018	-486.0363006480828	-12011.907316704936	24.742083918005807	75.28092130764485	7.533198789043112	12.185002356705176	0.3009167010574251	0.1953738311250072	0.23990097567997515	0.2638084921375926	0.14512974268041615	1.21690714056454	0.5793945191316707	1.8412109617366588	0.0022471987368416027	-5244.944801679101	-6766.962515025834	-470.33268812055593
28000	-12479.980380214081	-473.7056559139579	-12006.274724300123	26.14763785395394	62.84820020482472	7.533198789043112	12.879150470802484	0.3009167010574251	0.1953738311250072	0.23990097567997515	0.2638084921375926	0.14512974268041615	1.21690714056454	0.5844123094679223	1.8311753810641553	0.0024575206085395537	-5253.400524353707	-6752.874199946416	-458.1114705128341
29000	-12447.558126581294	-471.50902974830336	-11976.04909683299	25.017205823752573	57.02144268673752	7.533198789043112	12.713925818660712	0.3009167010574251	0.1953738311250072	0.23990097567997515	0.2638084921375926	0.14725625617686636	1.4284576494433787	0.5170993124537496	1.9658013750925007	0.002569808410718436	-5254.880677757363	-6721.168419075629	-455.629042773278
30000	-12410.180916909685	-460.92225320282205	-11949.258663706863	23.134681788684986	46.508882411449534	7.533198789043112	12.713925818660712	0.3009167010574251	0.1953738311250072	0.23990097567997515	0.2638084921375926	0.14725625617686636	1.6735599744329588	0.5902253219215986	1.8195493561568028	0.0025720231360310394	-5247.416470255581	-6701.842193451283	-444.7561973183355
31000	-12403.92893352121	-462.10148658159915	-11941.827446939611	22.459702750596925	51.87969678933578	6.647884731482173	12.713925818660712	0.3009167010574251	0.19081490631924422	0.23990097567997515	0.2683674169433556	0.14725625617686636	1.6735599744329588	0.5478867660340202	1.9042264679319596	0.002545570110034259	-5247.18958109443	-6694.637865845181	-446.0234891364053
32000	-12391.348283427938	-455.58890706689317	-11935.759376361046	20.894429484118437	40.4203312351163	6.647884731482173	13.938554993269886	0.3009167010574251	0.19081490631924422	0.23990097567997515	0.2683674169433556	0.10777996045308276	1.6041038649541652	0.5078510449939899	1.9842979100120202	0.0027706780737460366	-5248.251703450816	-6687.50767291023	-439.8264696573712
33000	-12384.354159423276	-456.4482099653336	-11927.905949457941	20.438211634335598	39.26159542491499	7.34168064026653	11.95260831640458	0.3009167010574251	0.19081490631924422	0.23990097567997515	0.2683674169433556	0.12078590261415045	1.7395959913987944	0.5579584519632345	1.884083096073531	0.0027376922802028864	-5241.908041314481	-6685.997908143459	-440.5610137350471
34000	-12382.406862847693	-451.4163008809156	-11930.990561966777	20.378625660953386	43.48632385868966	7.34168064026653	12.774807172477187	0.3010525157118837	0.19081490631924422	0.23990097567997515	0.268231602288897	0.12078590261415045	1.7395959913987944	0.5567094538560967	1.8865810922878066	0.003034856690156775	-5245.882215302007	-6685.108346664769	-435.33268314633284
35000	-12365.539968752788	-450.15491123322977	-11915.385057519557	19.711355858355077	36.95690747390303	7.258227489018656	12.774807172477187	0.3010525157118837	0.18587165278206955	0.23990097567997515	0.27317485582607165	0.1439491516183196	1.582666718413297	0.5573725945854063	1.8852548108291873	0.0029811891815852967	-5247.033587006548	-6668.35147051301	-434.5142640725485
36000	-12361.498006998701	-441.50100736749926	-11919.996999631203	18.888901812504905	36.70940810688489	7.258227489018656	12.774807172477187	0.3010525157118837	0.18587165278206955	0.23990097567997515	0.27317485582607165	0.15327593497455957	1.7784706510572625	0.6185827270253568	1.7628345459492865	0.003191401271440208	-5258.383557435477	-6661.613442195727	-425.47815958194707
37000	-12356.609008419688	-444.5962128188703	-11912.012795600816	18.591231137144284	36.42758713121153	7.258227489018656	11.842633680531208	0.3010525157118837	0.18587165278206955	0.2301072026909728	0.282968628815074	0.15327593497455957	1.7784706510572625	0.5411286960390136	1.9177426079219728	0.0030120450334852117	-5253.591308580918	-6658.421487019898	-428.7121427493941
38000	-12357.979582539434	-441.62742516083483	-11916.352157378598	18.352194311991237	43.60048263848897	7.169182566065439	11.121330334616106	0.3010525157118837	0.18587165278206955	0.2301072026909728	0.282968628815074	0.14280583684210518	1.7784706510572625	0.528800095902811	1.942399808194378	0.0033011531420332214	-5243.882612802821	-6672.469544575778	-425.75246739439586
39000	-12343.143083227716	-441.9117123153798	-11901.231370912337	17.774371240625946	45.28998161206362	6.720817881789418	11.121330334616106	0.30241641882742176	0.18587165278206955	0.2287432995754347	0.282968628815074	0.14280583684210518	1.6461885143727528	0.5760986165147293	1.8478027669705415	0.0033050656232300316	-5243.446878511792	-6657.784492400546	-426.36693502981285
40000	-12283.488620285867	-437.1361536402157	-11846.35246664565	18.025493195343934	33.204971405113135	6.859750702674917	12.677009624903894	0.30241641882742176	0.18587165278206955	0.2287432995754347	0.282968628815074	0.14280583684210518	1.5649532011636307	0.5760986165147293	1.8478027669705415	0.003384320552698639	-5236.27170285684	-6610.08076378881	-421.78309262690453
41000	-12270.253428739725	-427.6875739179665	-11842.565854821758	16.885649415807816	35.80520461820792	6.859750702674917	12.788799240446673	0.30241641882742176	0.19856807772260926	0.2287432995754347	0.2702722038745343	0.13311026038403373	1.5649532011636307	0.5790398746945947	1.8419202506108105	0.0034989115406507914	-5227.490291290504	-6615.075563531254	-412.26816358749574
42000	-12253.285440103833	-417.08490619919354	-11836.200533904639	16.278619678597963	28.46326079922482	7.39681195990731	12.788799240446673	0.30241641882742176	0.19856807772260926	0.2287432995754347	0.2702722038745343	0.15970748707177895	1.5649532011636307	0.6248371948234029	1.7503256103531941	0.003744343554448825	-5231.362506025646	-6604.838027878993	-401.73024649332353
43000	-12226.47849723255	-420.3113902939132	-11806.167106938638	15.853866691843063	31.988779549126747	7.8328721614284	12.05854106655562	0.30241641882742176	0.19856807772260926	0.2287432995754347	0.2702722038745343	0.15626959381690522	1.6098557096478257	0.5707772629805363	1.8584454740389273	0.0037973106857847744	-5217.122136135873	-6589.0449708027645	-404.7793137873954
44000	-12224.823833827342	-416.3133656865232	-11808.51046814082	16.541484499820502	26.58078325048813	9.148628503482078	11.95307544747324	0.30241641882742176	0.2063385377426908	0.22097283955535318	0.2702722038745343	0.15626959381690522	1.6098557096478257	0.5799131043593156	1.8401737912813687	0.0037131481843124584	-5215.539168206188	-6592.971299934632	-400.7131702193198
45000	-12223.865032477797	-413.6076704672283	-11810.257362010569	15.782279412807938	36.99723244434835	9.148628503482078	11.95307544747324	0.30241641882742176	0.2067485922057254	0.22097283955535318	0.2698621494114997	0.1492133171956446	1.56628812749053	0.6259230457205988	1.7481539085588025	0.004018291461499923	-5222.496717205605	-6587.760644804964	-397.78262087075086
46000	-12221.884170916164	-406.1449631082003	-11815.739207807965	15.685702433282138	26.96963939163151	9.148628503482078	11.95307544747324	0.30241641882742176	0.2067485922057254	0.22097283955535318	0.2698621494114997	0.1492133171956446	1.512389364791085	0.5755722204934319	1.8488555590131361	0.004547173603496296	-5236.896856656552	-6578.842351151414	-390.7272276943377
47000	-12210.022440429466	-402.4941549567177	-11807.528285472748	15.685702433282138	27.124725585104798	7.803451997482843	12.363333579941061	0.30241641882742176	0.2067485922057254	0.22097283955535318	0.2698621494114997	0.1693423266954135	1.1760933584630113	0.5579538568476015	1.884092286304797	0.004084869092534301	-5229.932324314202	-6577.595961158547	-387.92762542996434
48000	-12201.465252153095	-401.12282902610224	-11800.342423126993	15.125243088127002	24.12271878118944	7.803451997482843	11.5108517141873	0.3122054338558751	0.2067485922057254	0.22047221940262585	0.2605737545357737	0.14070918667220855	1.1760933584630113	0.5284606807888457	1.9430786384223087	0.0038945961690480613	-5220.106584655366	-6580.235838471627	-386.86971269681
49000	-12187.459210026132	-402.91560458213337	-11784.543605444	15.36832933223494	24.48789624806926	7.803451997482843	14.6411666304362	0.3173699305790569	0.2067485922057254	0.21530772267944412	0.2605737545357737	0.12837883074292575	1.1274814935999677	0.5459171391269934	1.9081657217460133	0.003948875283626425	-5218.2563351526305	-6566.287270291369	-388.2885621184507
50000	-12189.965111116413	-399.6285631240969	-11790.336547992316	15.577869441687092	27.702279200005613	7.803451997482843	14.6411666304362	0.3173699305790569	0.203826562245123	0.21822975264004651	0.2605737545357737	0.12837883074292575	1.2108982674411073	0.5771950128282926	1.845609974343415	0.004225887473491478	-5211.566865577104	-6578.769682415211	-384.7086618631181
51000	-12177.50487658115	-393.60042960816907	-11783.904446972982	15.254615751846718	24.52441772066118	7.803451997482843	11.776187414960596	0.3173699305790569	0.203826562245123	0.21822975264004651	0.2605737545357737	0.10735742503801801	1.2468264851580264	0.5269310903690135	1.946137819261973	0.004301289792272493	-5211.690541199285	-6572.213905773698	-379.2076034846174
52000	-12182.525932068938	-395.41676951777646	-11787.109162551162	14.861822326816645	28.791961537532526	7.803451997482843	14.645727256769904	0.3173699305790569	0.203826562245123	0.21822975264004651	0.2605737545357737	0.10735742503801801	1.6294107119292807	0.5171647749742654	1.9656704500514692	0.004565833259757587	-5210.250612428768	-6576.858550122392	-379.64770518905493
53000	-12159.351019329879	-392.81016512463265	-11766.540854205246	14.449879361181669	24.94884793253876	6.392002756212434	14.645727256769904	0.3269107844988052	0.203826562245123	0.21822975264004651	0.2510329006160254	0.1580572603631903	1.8498085586589719	0.5674739474295076	1.8650521051409847	0.004422955403253811	-5206.690602203827	-6559.85025200142	-376.97146233648226
54000	-12153.908620619668	-392.4508374827298	-11761.457783136939	14.449879361181669	23.30808695570483	6.305657561296805	14.645727256769904	0.32437993621461675	0.203826562245123	0.21822975264004651	0.2535637489002138	0.1490902263529142	1.8498085586589719	0.5674739474295076	1.8650521051409847	0.004838573422954958	-5207.2934036519355	-6554.164379485002	-376.68995120458044
55000	-12150.987108296727	-388.80546955820074	-11762.181638738526	14.291081607681743	24.41147701173936	6.640862062373917	13.08916778540647	0.34252116655449016	0.19198637376332317	0.21192871078197292	0.2535637489002138	0.1490902263529142	1.9339081421318531	0.5533968772114832	1.8932062455770335	0.0046838092613505685	-5201.157213210087	-6561.02442552844	-372.99211003715897
56000	-12146.56422032756	-386.78882067041087	-11759.77539965715	14.956147315672254	24.002020904528308	6.464428223881843	12.574017151472287	0.34252116655449016	0.19554897601429122	0.20250555241103027	0.25942430502018843	0.1490902263529142	1.7641960214891341	0.5749446757267204	1.8501106485465593	0.004809396372572481	-5195.862337596677	-6563.913062060473	-371.44349895269755
57000	-12154.10656394832	-385.6770988842657	-11768.429465064055	14.031264621291813	17.889370187779676	6.464428223881843	12.079277177093955	0.34252116655449016	0.19554897601429122	0.20250555241103027	0.25942430502018843	0.1490902263529142	1.7641960214891341	0.5537323814660635	1.892535237067873	0.0048708291780356185	-5194.76402211951	-6573.665442944545	-370.6989477893277
58000	-12155.270534238443	-385.8138865934204	-11769.456647645024	14.060620536277519	23.950649460892265	8.021019646987076	11.821538322635554	0.34252116655449016	0.19554897601429122	0.20250555241103027	0.25942430502018843	0.13410178666537698	1.7641960214891341	0.5784760190931905	1.843047961813619	0.0048691825609921465	-5192.438077757723	-6577.018569887302	-370.2658224119675
59000	-12151.09587957389	-384.28544724385966	-11766.81043233003	13.826963738445832	22.949647281697075	7.266921389120444	11.821538322635554	0.3372971076262119	0.19554897601429122	0.20772961133930853	0.25942430502018843	0.13410178666537698	1.7641960214891341	0.5865465225600854	1.8269069548798291	0.004890656882337633	-5205.097199771898	-6561.713232558132	-368.94196446337514
60000	-12144.438326834483	-383.0504904043878	-11761.387836430094	13.964157413074737	17.69576548847431	7.266921389120444	13.770420662904481	0.3372971076262119	0.19554897601429122	0.20772961133930853	0.25942430502018843	0.13410178666537698	1.5375919115283765	0.5665068974993335	1.866986205001333	0.004871263486976647	-5195.740313750631	-6565.647522679465	-368.1184815992282
61000	-12138.413250781403	-382.1707752857641	-11756.24247549564	13.801565477666525	23.649971030805855	7.133853824606136	13.770420662904481	0.3275838551441752	0.19057906920232176	0.212699518151278	0.2691375575022251	0.13410178666537698	1.5375919115283765	0.5663754283837119	1.8672491432325762	0.0048946394125513795	-5202.850050239844	-6553.392425255795	-366.9764392808368
62000	-12129.78786508771	-382.14114849910084	-11747.64671658861	13.886149913810016	17.873974947650034	7.133853824606136	13.770420662904481	0.3275838551441752	0.19057906920232176	0.212699518151278	0.2691375575022251	0.12940212464085843	1.647872375115432	0.5645823298916439	1.8708353402167122	0.004731459371241736	-5196.315869266458	-6551.3308473221505	-367.030408532318
63000	-12141.550584117034	-381.91042466852855	-11759.640159448505	13.686498606259923	17.926494887464237	8.49759778264878	13.770420662904481	0.332255491869835	0.19057906920232176	0.2080278814256182	0.2691375575022251	0.12940212464085843	2.14054446926601	0.5424584291129387	1.9150831417741225	0.005015090137136807	-5205.171684791096	-6554.468474657409	-365.4911400084711
64000	-12140.543772676563	-381.42645551816975	-11759.117317158394	13.33754870583401	19.017746248436467	7.843955402946334	13.770420662904481	0.332255491869835	0.19057906920232176	0.2080278814256182	0.2691375575022251	0.14759336283120403	1.883520266348473	0.5860742308013871	1.8278515383972258	0.005442412654894963	-5202.569845918148	-6556.547471240247	-365.5037790781933
65000	-12136.14759087563	-383.16374755321186	-11752.983843322418	13.686847408670436	20.116087541894405	7.843955402946334	10.903443732902804	0.34200134346363475	0.18167130045679433	0.2071897985773459	0.2691375575022251	0.14759336283120403	1.9109170149490617	0.5675104068171545	1.864979186365691	0.0050116724039504686	-5195.310064473109	-6557.673778849309	-367.64727385110126
66000	-12144.817782209018	-386.99632413288964	-11757.821458076129	13.686847408670436	15.457534293830527	9.285032307269534	12.061202566763809	0.33525423760136713	0.18841840631906195	0.2071897985773459	0.2691375575022251	0.13124616971323463	1.9109170149490617	0.5864790879758216	1.8270418240483568	0.005204828264345986	-5203.698770629449	-6554.122687446679	-371.266139580598
67000	-12126.694153335948	-384.1689944058184	-11742.52515893013	13.97168129562339	18.683497932757785	8.945259241860667	12.725632452407366	0.33525423760136713	0.19637890267640293	0.19922930222000493	0.2691375575022251	0.13124616971323463	2.029176857881709	0.5385712789706375	1.922857442058725	0.004953618674532607	-5192.652363975906	-6549.872794954223	-368.0033329395621
68000	-12126.85124405893	-375.0281960837761	-11751.823047975153	13.90988383104405	18.564882761108244	8.22705087507026	11.01015502847436	0.33525423760136713	0.19349536258311284	0.19922930222000493	0.2720210975955152	0.13633322956883284	1.66457403660482	0.5385712789706375	1.922857442058725	0.004901597236563829	-5187.512131213896	-6564.3109167612565	-360.0196955440243
69000	-12137.300148287099	-377.50296534949666	-11759.797182937602	13.194847444349504	22.51671676967763	8.22705087507026	11.01015502847436	0.33525423760136713	0.20219746550155565	0.19922930222000493	0.26331899467707237	0.13633322956883284	1.66457403660482	0.605717980662658	1.788564038674684	0.0055115572272513465	-5201.142541442907	-6558.654641494695	-362.2197048217347
70000	-12130.140493186844	-372.19434314677585	-11757.946150040068	13.369861122139955	18.393763687578645	6.886903287111018	13.779421639424772	0.3259238162443394	0.20219746550155565	0.19922930222000493	0.2726494160341001	0.13633322956883284	1.66457403660482	0.605717980662658	1.788564038674684	0.0050909376840340154	-5202.9932714138695	-6554.9528786262	-357.02653211941185
71000	-12132.207406403842	-375.13290535726816	-11757.074501046574	13.146539340837412	20.38672626628987	6.886903287111018	13.779421639424772	0.33489120668653677	0.20219746550155565	0.19026191177780755	0.2726494160341001	0.13633322956883284	1.66457403660482	0.6134570732555958	1.7730858534888083	0.005217376089803646	-5203.6104082774555	-6553.464092769119	-359.8460075737759
72000	-12131.344347920805	-370.0536965870683	-11761.290651333737	13.069024025652604	17.318788542309015	6.886903287111018	12.901605280140764	0.33489120668653677	0.20219746550155565	0.19026191177780755	0.2726494160341001	0.15689702388126936	1.7349708379243833	0.6268180102460235	1.746363979507953	0.005536814602249132	-5205.7789743134745	-6555.511677020263	-354.8319109306031
73000	-12124.934633413235	-370.2274863289309	-11754.707147084304	13.285002723967475	19.939614340748093	6.886903287111018	12.901605280140764	0.33489120668653677	0.20219746550155565	0.19026191177780755	0.2726494160341001	0.16427207051307932	1.7349708379243833	0.6268180102460235	1.746363979507953	0.005644468054382593	-5202.978643941611	-6551.728503142694	-354.831007663146
74000	-12116.796829959363	-370.28312525385275	-11746.51370470551	13.281093187217364	17.257675452907293	6.886903287111018	12.901605280140764	0.33489120668653677	0.20219746550155565	0.19026191177780755	0.2726494160341001	0.16427207051307932	1.7349708379243833	0.5927969102084609	1.8144061795830781	0.005476497374295095	-5199.398627945389	-6547.115076760122	-355.0602219400993
75000	-12132.751362777053	-370.1043105508186	-11762.647052226235	13.605090545729288	14.669163545085015	6.886903287111018	12.901605280140764	0.3314097113553519	0.2056789608327405	0.19026191177780755	0.2726494160341001	0.16427207051307932	1.7349708379243833	0.6244875533558716	1.7510248932882568	0.005595222935483768	-5206.358776301856	-6556.28827592438	-355.02365601192326
76000	-12123.879120172849	-371.6662144635591	-11752.21290570929	13.605090545729288	18.07789850851911	8.450891949617615	12.901605280140764	0.3314097113553519	0.199704609130358	0.19651240108793364	0.2723732784263565	0.16427207051307932	1.7349708379243833	0.6595536252200075	1.680892749559985	0.0053297957265629565	-5205.369776162903	-6546.843129546386	-356.07993855828
77000	-12122.616216208107	-367.7238586711765	-11754.89235753693	13.608123313525825	16.905696881287135	8.450891949617615	12.901605280140764	0.3314097113553519	0.199704609130358	0.19651240108793364	0.2723732784263565	0.14072229870204278	1.9240555736863378	0.5782731885651167	1.8434536228697667	0.005306442869790878	-5204.234894018108	-6550.657463518822	-351.8769725002617
78000	-12122.383450623285	-371.0593142921941	-11751.324136331092	13.281230121903837	21.115647956634774	8.450891949617615	12.901605280140764	0.3227437740418489	0.199704609130358	0.20517833840143665	0.2723732784263565	0.1393994622072114	2.021731699681882	0.5365171420660211	1.9269657158679578	0.005195479236577803	-5208.249378421242	-6543.07475790985	-354.81278129085587
