# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
7021000	-12108.501326336176	-362.49778699689193	-11746.003539339285	13.189205673022055	30.336823304412178	0.11213100421693054	6.7296221584652445	12.313583652766468	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.16371878006170978	2.261201560753137	0.5787106321958233	1.842578735608353	0.005659983171027218	-5208.447351942385	-6537.5561873969	-346.23082481605604
7022000	-12117.965448185447	-363.6881434566134	-11754.277304728834	13.235157887110478	22.705635790985372	0.050093142944582614	6.7296221584652445	14.054826815412438	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.16371878006170978	2.261201560753137	0.6329606916494016	1.7340786167011963	0.005679733256130068	-5214.636852953412	-6539.640451775422	-348.11509434777537
7023000	-12124.894663817835	-364.1951824320156	-11760.69948138582	13.372077920805262	18.979422445139686	0.006020721119688877	6.7296221584652445	14.054826815412438	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.16371878006170978	1.8233037338407962	0.5404799951289494	1.9190400097421008	0.0056041872076819255	-5207.250659269817	-6553.448822116003	-350.1694796434344
7024000	-12123.835908237346	-364.1249665391337	-11759.710941698213	13.332142219792566	26.192588306337715	0.07639804821448183	6.7296221584652445	14.054826815412438	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.16371878006170978	1.8233037338407962	0.5455103405586427	1.9089793188827142	0.005603949173647104	-5219.686550160177	-6540.024391538036	-349.0130729364895
7025000	-12128.491211247296	-362.725145222015	-11765.76606602528	13.827461338206291	32.15028923355694	0.08196520766295409	6.7296221584652445	14.054826815412438	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.14084884570210945	1.8233037338407962	0.5442368584755937	1.9115262830488122	0.005212743628385891	-5212.780967446055	-6552.9850985792245	-347.4548188483383
7026000	-12121.19367774803	-362.02965919474866	-11759.164018553281	13.529857577584579	33.54857176056605	0.11342881841932641	6.7296221584652445	14.054826815412438	0.33598475156355173	0.19350494041276176	0.19752911123972736	0.2729811967839586	0.14084884570210945	1.8233037338407962	0.5351655281580014	1.9296689436839967	0.0054687247933928535	-5213.782401386252	-6545.38161716703	-346.33701452883184
7027000	-12112.906174512009	-361.8467947955004	-11751.05937971651	12.939049600522932	28.19678688108762	0.07747056097728122	8.042997154466894	14.054826815412438	0.33598475156355173	0.19350494041276176	0.20302109497882245	0.2674892130448635	0.14084884570210945	1.6553051331997364	0.6218752072414035	1.7562495855171925	0.005699884638532873	-5210.370826201026	-6540.688553515484	-346.72176482164076
7028000	-12119.255336653969	-357.36634006565146	-11761.888996588317	12.786151587741976	21.233638514746797	0.05086226230768101	8.051352604990466	14.054826815412438	0.3410466049004735	0.18844308707584	0.20302109497882245	0.2674892130448635	0.1412330825647665	1.9862998592928005	0.5768238278806423	1.8463523442387149	0.00575812255362705	-5206.22239257489	-6555.666604013428	-342.1381217852167
7029000	-12113.955747396205	-368.75331976280626	-11745.2024276334	12.953732025965452	40.97589827996437	0.14099249061738603	8.051352604990466	14.054826815412438	0.3410466049004735	0.18844308707584	0.20302109497882245	0.2674892130448635	0.15731218248855702	1.9862998592928005	0.590106420384885	1.8197871592302295	0.005327751239218106	-5203.360164365586	-6541.842263267814	-351.93075111521904
7030000	-12112.45322240321	-365.99677997108984	-11746.45644243212	13.049259585673951	24.68389563096205	0.07496377004481126	8.051352604990466	13.370565874746454	0.3410466049004735	0.18844308707584	0.20302109497882245	0.2674892130448635	0.15731218248855702	1.7338280999100086	0.5938940463287504	1.8122119073424987	0.005667957246205841	-5195.895737206689	-6550.560705225431	-350.94785918168935
7031000	-12111.09889241919	-366.33372101518626	-11744.765171404004	13.239685310553647	23.128944741242787	0.07570964937482602	8.051352604990466	13.370565874746454	0.3385985995193614	0.18844308707584	0.20546910035993457	0.2674892130448635	0.15731218248855702	1.774747335606639	0.6000274879008644	1.7999450241982708	0.00578997139987424	-5195.640725728657	-6549.124445675346	-351.2364898614953
7032000	-12110.506702713334	-362.77163339051884	-11747.735069322815	13.062189098783833	21.37911964908996	0.07490167186324954	7.039013322452577	13.370565874746454	0.3385985995193614	0.18844308707584	0.20546910035993457	0.2674892130448635	0.15731218248855702	1.774747335606639	0.6483180334572085	1.7033639330855825	0.005863168776120881	-5205.846154088356	-6541.888915234459	-347.9689637448605
7033000	-12102.94054283082	-358.78156688577553	-11744.158975945045	12.876445117438722	27.326595861074164	0.06830043830379484	7.039013322452577	11.814513440234942	0.34240296341763077	0.18844308707584	0.20546910035993457	0.2636848491465942	0.1839220963627346	1.774747335606639	0.6149363142556064	1.7701273714887868	0.005653033289769271	-5199.781174528851	-6544.377801416194	-344.0379273694905
7034000	-12111.890743448512	-364.0547782036591	-11747.835965244853	13.380107628132544	27.611259586216093	0.09999448585728854	7.039013322452577	11.814513440234942	0.34240296341763077	0.18844308707584	0.20546910035993457	0.2636848491465942	0.1839220963627346	1.774747335606639	0.5951535159690118	1.809692968061976	0.005487043744336395	-5198.849045796147	-6548.986919448706	-348.98561839252034
7035000	-12107.931473738065	-358.1540880654377	-11749.777385672627	12.686972629972095	30.874633561825394	0.10417558965687577	8.358419006053914	11.814513440234942	0.34240296341763077	0.18844308707584	0.20546910035993457	0.2636848491465942	0.1528262895907068	1.774747335606639	0.5746091271675702	1.8507817456648592	0.0058403081329271925	-5202.102461369099	-6547.674924303527	-342.6388479881322
7036000	-12115.027426453371	-364.1324733352064	-11750.894953118164	13.053381222772288	24.454113798464927	0.059905372992107506	8.358419006053914	11.814513440234942	0.34240296341763077	0.18844308707584	0.20546910035993457	0.2636848491465942	0.1528262895907068	1.774747335606639	0.5790638151917457	1.8418723696165082	0.005554859969358058	-5192.89681744384	-6557.998135674326	-349.3848688604065
7037000	-12098.860290058808	-365.36050662338357	-11733.499783435425	12.96546492773282	21.706886905308146	0.02355950546608206	8.358419006053914	11.814513440234942	0.34240296341763077	0.18844308707584	0.20546910035993457	0.2636848491465942	0.1332958578162573	1.9515495367937898	0.5668944492352872	1.8662111015294252	0.005425607271297436	-5187.415762511926	-6546.0840209235	-350.83354958595385
7038000	-12118.073916485051	-367.3715049783817	-11750.702411506669	12.694886318982293	31.735208862643834	0.08699140252793323	8.358419006053914	11.814513440234942	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.15785831460188163	1.9515495367937898	0.6214259700046195	1.7571480599907605	0.0055999830588866015	-5206.597858565022	-6544.104552941647	-351.6976122418137
7039000	-12127.832217351252	-366.99252656962	-11760.839690781631	12.933721712618157	61.47337014092545	0.18867483867230536	8.358419006053914	11.814513440234942	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.15785831460188163	1.9515495367937898	0.5834631952464048	1.83307360950719	0.005476713147214432	-5203.935945742254	-6556.903745039376	-349.5745128576749
7040000	-12113.092748853036	-365.6637159689377	-11747.429032884098	12.848203423710105	28.425050412958374	0.09911237405327916	8.358419006053914	12.079870908709289	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.15785831460188163	1.620244968468392	0.5834631952464048	1.83307360950719	0.005570004600461396	-5193.435867452638	-6553.9931654314605	-350.5930091007973
7041000	-12123.68206946905	-359.2387359304487	-11764.443333538602	12.949848421953115	24.538357328480675	0.07421233306493948	8.358419006053914	12.079870908709289	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.14697580908447205	1.620244968468392	0.5907533718195426	1.8184932563609144	0.005548631818134754	-5203.722786085624	-6560.720547452979	-344.6108791445369
7042000	-12107.803960669882	-360.22796436388074	-11747.575996306	13.152023742263879	27.104251763725394	0.06229171869316108	7.325614234490198	12.079870908709289	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.16149509510354676	2.232067409213668	0.5765551961372206	1.8468896077255583	0.005799577508268632	-5200.469967268464	-6547.106029037536	-344.55186068755427
7043000	-12116.5851985679	-358.84354981500275	-11757.741648752897	12.896870162454938	30.863031293427902	0.0867366102926545	7.325614234490198	12.079870908709289	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.16149509510354676	2.232067409213668	0.6048133979019729	1.7903732041960536	0.006049949027311097	-5202.090161587783	-6555.651487165115	-342.7186255378691
7044000	-12111.68156203738	-364.8826907970798	-11746.7988712403	13.029421917097213	35.277245977207706	0.1034194815736108	7.325614234490198	13.823069745440659	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.16149509510354676	2.232067409213668	0.6325718665150551	1.734856266969889	0.0057449399143321535	-5199.888541572225	-6546.910329668075	-348.2379699833151
7045000	-12109.885134583188	-368.325893028748	-11741.55924155444	12.967162161002893	31.81211495852655	0.07724830193669667	7.325614234490198	13.823069745440659	0.34240296341763077	0.1966055100250614	0.19730667741071317	0.2636848491465942	0.16149509510354676	2.232067409213668	0.5797508317728693	1.8404983364542606	0.005427994335309079	-5200.51712675695	-6541.042114797489	-352.1245824675705
7046000	-12123.676790371417	-364.2904742996142	-11759.386316071803	12.735581603142208	36.528949204787395	0.11327270360597215	9.123020190498481	13.823069745440659	0.33246142109003707	0.1966055100250614	0.2072482197383069	0.2636848491465942	0.15294524204791796	2.232067409213668	0.6357997481979221	1.7284005036041552	0.0058109797233589205	-5212.1852420707655	-6547.201074001036	-347.13390879057624
7047000	-12122.115704827338	-373.08991060856386	-11749.025794218775	13.144538732513665	44.86914394453655	0.136388698095773	9.123020190498481	13.823069745440659	0.33246142109003707	0.1966055100250614	0.2072482197383069	0.2636848491465942	0.15294524204791796	2.232067409213668	0.6275504616245287	1.744899076750942	0.005229129596642541	-5209.357688934496	-6539.668105284279	-355.574992667322
7048000	-12112.990532694957	-368.93563273770656	-11744.054899957251	13.144522017185368	45.50191336578013	0.13393259571137245	9.123020190498481	13.823069745440659	0.33246142109003707	0.1966055100250614	0.20590523316820816	0.2650278357166929	0.15294524204791796	1.4915341416071264	0.5351870121120645	1.9296259757758703	0.0052074320005608965	-5205.573948881487	-6538.480951075764	-352.9173811736232
7049000	-12124.961079944353	-368.71455919945936	-11756.246520744893	12.9776704846518	51.51098224547445	0.14741454576195487	8.71620989616375	13.823069745440659	0.33246142109003707	0.1966055100250614	0.20590523316820816	0.2650278357166929	0.15294524204791796	2.514199418948917	0.5735083044153048	1.8529833911693898	0.0052255568886714265	-5209.482526307133	-6546.76399443776	-350.45840741240056
7050000	-12121.990173594642	-366.9137258175017	-11755.07644777714	13.33955337706885	54.136544913339286	0.1669819788821628	8.71620989616375	13.823069745440659	0.33246142109003707	0.1966055100250614	0.20590523316820816	0.2650278357166929	0.13518450043742478	2.1519320953049648	0.5794668884123692	1.841066223175261	0.005366659269639611	-5198.912344180006	-6556.164103597135	-349.13514458579897
7051000	-12135.57908839846	-369.452165020572	-11766.126923377888	13.746007257612614	51.98419988718902	0.1441457679430066	8.361406328387414	13.823069745440659	0.33246142109003707	0.1966055100250614	0.20590523316820816	0.2650278357166929	0.1342177595303609	2.1519320953049648	0.5700430978086534	1.8599138043826926	0.005441540359999457	-5203.499861332585	-6562.627062045303	-352.0243412978558
7052000	-12127.304359267191	-367.69120676594923	-11759.613152501242	13.208141806015705	38.041285150759435	0.16479152634366556	8.361406328387414	11.547442609462971	0.32807147026405886	0.1966055100250614	0.20590523316820816	0.2694177865426711	0.14851418787688944	2.1519320953049648	0.5650570772801038	1.869885845439792	0.005519681060636321	-5198.497614736024	-6561.115537765218	-350.66678979338815
7053000	-12119.62656736471	-363.5920044252862	-11756.034562939425	13.165147640810115	46.64772331223812	0.12076816284436671	8.361406328387414	11.547442609462971	0.32807147026405886	0.1966055100250614	0.21386427602344485	0.26145874368743444	0.14851418787688944	2.1519320953049648	0.5588651993385059	1.8822696013229878	0.00557965736062221	-5193.900618472591	-6562.133944466835	-346.83128590031123
7054000	-12124.465315352474	-361.43971778281383	-11763.02559756966	13.266583812104876	47.186197558744695	0.15807925489489077	8.361406328387414	15.215126809330465	0.32807147026405886	0.1966055100250614	0.21386427602344485	0.26145874368743444	0.17328713836118695	2.1519320953049648	0.5918102532448506	1.8163794935102984	0.005525146953315155	-5201.641893186332	-6561.383704383328	-343.6667642945076
7055000	-12123.9130263174	-361.76409194524393	-11762.148934372155	13.07682668786628	32.08100775716805	0.11962978060199145	9.143122569420267	15.215126809330465	0.32807147026405886	0.1966055100250614	0.21386427602344485	0.26145874368743444	0.17328713836118695	2.344828361456199	0.5982079062965702	1.8035841874068592	0.005446915502410978	-5208.108547575358	-6554.040386796796	-344.2653570134515
7056000	-12117.317401931541	-365.8682998275332	-11751.449102104008	12.954585601931987	46.647072184083726	0.1349921889598129	8.450082452536357	15.215126809330465	0.32807147026405886	0.1966055100250614	0.21386427602344485	0.26145874368743444	0.17328713836118695	2.344828361456199	0.5460789764120145	1.9078420471759705	0.005650081644277147	-5194.20496149653	-6557.244140607479	-347.9314994306226
7057000	-12113.317783234037	-359.5602383492262	-11753.757544884811	13.09825662886259	32.17476626850063	0.10046491856706753	5.9281968807735375	13.060366917264327	0.32807147026405886	0.1966055100250614	0.21386427602344485	0.26145874368743444	0.17328713836118695	2.344828361456199	0.578901928393464	1.8421961432130716	0.005785676542549072	-5198.380004040788	-6555.377540844024	-343.2289708444116
7058000	-12110.103487600065	-363.32633909440216	-11746.777148505662	13.152185716585123	33.84599163986556	0.10430895037608871	5.9281968807735375	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.17328713836118695	2.344828361456199	0.5921732455010568	1.815653508997886	0.005802763701431006	-5199.7887724011425	-6546.98837610452	-346.8992909983525
7059000	-12115.076672739591	-362.3340430968775	-11752.742629642713	13.10778043642325	31.866737281654586	0.08763387026040705	5.9281968807735375	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.17328713836118695	2.344828361456199	0.6200754982704417	1.759849003459116	0.0056191248511969745	-5202.853142693408	-6549.889486949305	-346.1832108613161
7060000	-12107.442836879141	-369.5051122070102	-11737.93772467213	13.497579682837575	30.794717533759922	0.07170667456482091	7.458659876793982	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.17328713836118695	2.344828361456199	0.5601061048727249	1.8797877902545497	0.005325038453146401	-5195.397995478892	-6542.539729193239	-353.2483930418428
7061000	-12111.834779758894	-365.76610955101546	-11746.068670207878	13.468571049409057	34.39104506149172	0.11828038837460679	8.123354803090368	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.15400592468239416	2.344828361456199	0.5689216637392012	1.8621566725215972	0.005461915935718847	-5201.672545610417	-6544.396124597461	-348.76779232242404
7062000	-12125.598520117124	-373.5339331097995	-11752.064587007324	13.320533255744351	86.59084411757391	0.2017840037670609	8.123354803090368	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.15400592468239416	2.344828361456199	0.5604886796489384	1.8790226407021227	0.005696498899271915	-5201.283832190293	-6550.780754817031	-354.6644273412603
7063000	-12119.867574118318	-366.0733481457564	-11753.794225972562	12.855111198210677	85.41858391489747	0.22339585262830156	8.123354803090368	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.15400592468239416	2.344828361456199	0.5793937024026935	1.8412125951946126	0.005762310534063657	-5205.767767748215	-6548.026458224347	-346.970179000366
7064000	-12120.476569804912	-370.43250336311604	-11750.044066441797	12.78968530457572	49.68539146546386	0.14787620742675514	8.123354803090368	13.060366917264327	0.33404983314699965	0.1966055100250614	0.21010118450397752	0.25924347232396094	0.15400592468239416	1.8653852712681709	0.5793937024026935	1.8412125951946126	0.005155323626789264	-5192.181110922532	-6557.862955519265	-353.7484042448516
7065000	-12116.59357190809	-365.35768579857705	-11751.235886109513	13.359125470421066	45.267357781585	0.13370789679364883	8.123354803090368	13.060366917264327	0.33813513749188173	0.19252020568017933	0.21010118450397752	0.25924347232396094	0.13497093671869664	1.8653852712681709	0.5442686142943985	1.9114627714112025	0.005175685743078951	-5192.571610356344	-6558.66427575317	-348.9559749913518
7066000	-12118.14850095548	-370.5684787504032	-11747.580022205077	13.272855766335434	50.556218081813874	0.15514327932762553	8.123354803090368	13.12395625689677	0.33813513749188173	0.19252020568017933	0.21010118450397752	0.25924347232396094	0.13497093671869664	1.8653852712681709	0.6073538813729958	1.7852922372540079	0.00540216125804703	-5198.8000396900925	-6548.779982514984	-353.7813583883568
7067000	-12117.287226829634	-368.6796832735964	-11748.607543556038	13.094632405679178	64.72078273921232	0.18979511688234008	8.123354803090368	13.12395625689677	0.33813513749188173	0.19252020568017933	0.21010118450397752	0.25924347232396094	0.13497093671869664	1.8653852712681709	0.5422047325795869	1.9155905348408258	0.0054185098628808425	-5200.261784603826	-6548.345758952211	-351.26677705415784
7068000	-12115.749298334698	-370.80455736213906	-11744.94474097256	13.1553650696593	95.53622831817289	0.2516406992271419	8.774146685001718	11.48273253551581	0.330581760226121	0.19252020568017933	0.21010118450397752	0.26679684958972166	0.1306401128220734	1.8653852712681709	0.5558310807124528	1.888337838575094	0.005557871163476919	-5197.656304262317	-6547.288436710243	-352.44590286028574
7069000	-12110.86538966015	-366.81903050348035	-11744.04635915667	13.2045349791615	65.48097559670855	0.17082622860225027	8.774146685001718	13.717389823566654	0.330581760226121	0.19252020568017933	0.21010118450397752	0.26679684958972166	0.1306401128220734	1.8653852712681709	0.5462570568963323	1.907485886207335	0.005583707725092405	-5189.977882820417	-6554.0684763362515	-349.359131204375
7070000	-12116.309727947082	-366.1220724608907	-11750.187655486192	13.016496268413755	79.01048811469892	0.1861411480977701	8.774146685001718	13.717389823566654	0.330581760226121	0.19252020568017933	0.21010118450397752	0.26679684958972166	0.1306401128220734	1.8653852712681709	0.5612466976715351	1.8775066046569293	0.005633703157538826	-5199.29832713749	-6550.889328348703	-348.2991361470157
7071000	-12105.615665930207	-361.5024550707184	-11744.113210859488	13.221556944826057	49.73986972934185	0.16557845420307396	6.01014197268606	12.167156209860304	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.1306401128220734	1.7523065474725343	0.5644797138427569	1.8710405723144858	0.005402086792840407	-5193.224651951519	-6550.888558907969	-345.4866325452238
7072000	-12124.49598660958	-360.32113482850167	-11764.174851781077	13.355491522267755	50.573974014393734	0.15934029476161524	6.01014197268606	11.35923149331948	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.11838335026219267	1.7523065474725343	0.5798048352092311	1.8403903295815374	0.005219386246084747	-5207.301825663966	-6556.873026117112	-344.54063793888815
7073000	-12108.535455853773	-362.66447321176605	-11745.870982642007	12.960175386471294	29.590413035631745	0.1043662405668533	7.300840098128221	11.334554441994108	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.11838335026219267	1.7523065474725343	0.543574087223482	1.9128518255530358	0.005447099944229678	-5195.070413822876	-6550.8005688191315	-347.6818256595509
7074000	-12104.658552741379	-362.18055461734804	-11742.477998124032	12.800817117996456	44.50248399262564	0.1147336737722357	7.114719083562419	11.334554441994108	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.11838335026219267	1.7523065474725343	0.5809528993275884	1.838094201344823	0.005489967995796076	-5198.528666123752	-6543.949332000278	-346.7121936381537
7075000	-12116.417141424516	-362.70465998958196	-11753.712481434934	12.891275561798013	31.690353633623364	0.08525597974740998	7.114719083562419	11.334554441994108	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.18381283481455574	1.7523065474725343	0.5988197342400965	1.8023605315198068	0.005591661175174789	-5197.465668299046	-6556.246813135886	-347.74761267540134
7076000	-12120.994048010356	-367.9939898486105	-11753.000058161746	12.955462198502847	31.47842068797541	0.0830449084665459	8.20892792916698	11.434793507769582	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.18381283481455574	1.8095032133682434	0.5984184711154522	1.8031630577690954	0.0056063768883489904	-5193.408057408227	-6559.59200075352	-352.696077793354
7077000	-12109.771090229406	-368.68932686163043	-11741.081763367776	13.337364856172364	32.4818890387209	0.06694465781755285	7.913762969174608	11.434793507769582	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.14670756923720682	1.8095032133682434	0.5786186450779366	1.8427627098441266	0.005479073721167622	-5192.119956001629	-6548.961807366146	-353.69296466869486
7078000	-12103.042466146824	-365.54263639980184	-11737.499829747023	13.600212271156119	36.99862326807648	0.10547190283525536	7.913762969174608	11.434793507769582	0.3405664794576091	0.19252020568017933	0.20011646527248944	0.26679684958972166	0.14670756923720682	1.652314172632716	0.5671492701765984	1.8657014596468027	0.005432139296070431	-5193.324831146569	-6544.174998600455	-350.3197409061257
7079000	-12123.259488418578	-366.0084449840788	-11757.251043434499	13.407806026477168	43.18092072225227	0.14353679696830257	7.913762969174608	11.434793507769582	0.3399690062026473	0.19311767893514115	0.20011646527248944	0.26679684958972166	0.14670756923720682	1.652314172632716	0.5730952928529609	1.8538094142940778	0.005014582389303776	-5206.776427489248	-6550.474615945251	-350.2745051942135
7080000	-12117.57979266198	-360.2330861638452	-11757.346706498134	12.767945099918245	46.90540700724192	0.13849175648561504	7.913762969174608	11.434793507769582	0.3399690062026473	0.19311767893514115	0.20011646527248944	0.26679684958972166	0.14670756923720682	1.652314172632716	0.5330836370061862	1.9338327259876271	0.005354196793373576	-5206.388827879586	-6550.957878618549	-344.42649513317787
7081000	-12115.70865718681	-363.0820305544444	-11752.626626632366	13.09858892095648	38.690803701041126	0.11392685245195387	7.913762969174608	11.434793507769582	0.3399690062026473	0.19311767893514115	0.20011646527248944	0.26679684958972166	0.14570425879545973	1.652314172632716	0.5908066342930216	1.8183867314139563	0.005387022349689209	-5204.496457138008	-6548.130169494357	-347.73168821448445
7082000	-12127.287414956325	-362.50648457912723	-11764.780930377197	13.738792345633637	38.7521409223486	0.10304161613438098	7.913762969174608	11.434793507769582	0.3399690062026473	0.19311767893514115	0.20011646527248944	0.26679684958972166	0.14570425879545973	1.7553093061666738	0.5707046505456854	1.8585906989086287	0.005435969079534954	-5199.263064238403	-6565.517866138794	-347.0590764057324
7083000	-12126.514400906599	-365.1018868411121	-11761.412514065487	13.73042268387062	38.430259472590016	0.10558115091807767	7.9821031148007275	11.434793507769582	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.14570425879545973	1.7553093061666738	0.5568148326113799	1.8863703347772398	0.005480166759158696	-5206.814519353565	-6554.597994711922	-349.61358372664256
7084000	-12117.909607388638	-370.33586156245195	-11747.573745826186	13.881299479695844	25.899111145229362	0.061939211886312955	7.9821031148007275	11.434793507769582	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.14570425879545973	1.7553093061666738	0.5622706426304505	1.8754587147390986	0.005069828129083041	-5195.033182598393	-6552.5405632277925	-355.77416247688365
7085000	-12116.492754704363	-368.84832972525993	-11747.644424979102	13.951482276752696	28.90184109785364	0.06428186520135958	7.9821031148007275	12.074183126242398	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.15428745981067066	1.7553093061666738	0.5973559492941901	1.8052881014116193	0.005416898579818853	-5196.427875148508	-6551.216549830593	-353.981001324268
7086000	-12118.101451833409	-368.5482850828653	-11749.553166750544	13.384076694752205	37.49481978467412	0.11456553299057196	7.70644168918301	12.074183126242398	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.15428745981067066	1.7553093061666738	0.5552677902683587	1.8894644194632821	0.00552603055777831	-5198.063210418353	-6551.489956332191	-352.91584819891494
7087000	-12122.250003551357	-364.8756127338886	-11757.374390817467	14.010790745582966	50.04444707216908	0.1503798215748641	7.70644168918301	12.074183126242398	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.15428745981067066	1.7553093061666738	0.5940731757611686	1.8118536484776624	0.005514652569788423	-5194.835190475644	-6562.539200341824	-348.56754043222537
7088000	-12120.279684075305	-370.3796161387599	-11749.900067936545	13.446888182058926	24.09153148211051	0.05004998676619626	7.70644168918301	12.074183126242398	0.3516453737660557	0.18144131137173275	0.20011646527248944	0.26679684958972166	0.15428745981067066	1.7988819487738408	0.5687909168467447	1.8624181663065105	0.005259756461392466	-5202.107896082376	-6547.792171854168	-355.84405517134087
7089000	-12135.376862805966	-375.2956103734912	-11760.081252432476	14.94719405909201	24.188239912854872	0.003954157474883343	7.70644168918301	12.074183126242398	0.3429367114688155	0.18144131137173275	0.20882512756972965	0.26679684958972166	0.15428745981067066	1.7988819487738408	0.5537225590900131	1.8925548818199738	0.005067090394931219	-5191.9931519404145	-6568.088100492061	-361.2814281422235
7090000	-12135.748502013415	-373.061134965424	-11762.68736704799	13.416830520831315	16.09114649482159	0.004176398540374854	7.70644168918301	12.074183126242398	0.3429367114688155	0.18144131137173275	0.20882512756972965	0.26679684958972166	0.15428745981067066	1.7988819487738408	0.6077177975254509	1.7845644049490983	0.005441289379158803	-5185.679615635601	-6577.00775141239	-359.3999908430365
7091000	-12111.206559399003	-367.8772031437347	-11743.329356255268	13.25525514113236	21.383506830021936	0.03654184852794179	7.70644168918301	11.532355807225985	0.3429367114688155	0.18144131137173275	0.20882512756972965	0.26679684958972166	0.14395194764482422	1.7988819487738408	0.5759647317834512	1.8480705364330976	0.005388312250811152	-5193.661586538068	-6549.667769717199	-353.6983562824068
7092000	-12107.731273082647	-362.9014972858833	-11744.829775796763	13.390717499766042	32.76735725850436	0.09737119218545275	7.70644168918301	11.532355807225985	0.3429367114688155	0.18144131137173275	0.20882512756972965	0.26679684958972166	0.14395194764482422	2.1822011585713335	0.5515428137288033	1.8969143725423934	0.005345118546270327	-5189.725081784049	-6555.1046940127135	-346.8753121773466
7093000	-12114.092852855661	-364.78029228290603	-11749.312560572755	13.327779529285664	40.73721308220409	0.12255442122368647	7.70644168918301	11.532355807225985	0.3429367114688155	0.18144131137173275	0.20882512756972965	0.26679684958972166	0.14395194764482422	2.1822011585713335	0.5189288987029357	1.9621422025941286	0.0052273754810752285	-5197.536755952172	-6551.775804620584	-348.27980195976596
7094000	-12113.536138726884	-362.5323198197019	-11751.003818907182	13.059858015988924	35.92472465274499	0.11584985559446474	7.70644168918301	15.26398773106298	0.3389412812091862	0.18543674163136203	0.20882512756972965	0.26679684958972166	0.14395194764482422	1.2596287745148005	0.5495378251100261	1.9009243497799475	0.00558458564402249	-5193.37432936262	-6557.629489544562	-347.45490617915493
7095000	-12122.377689212999	-365.54970683648804	-11756.827982376511	13.177769411566102	28.403379442932405	0.07376817962897912	7.70644168918301	9.82147313967855	0.3389412812091862	0.18543674163136203	0.20882512756972965	0.26679684958972166	0.14395194764482422	1.4260117754513717	0.5749873416851107	1.8500253166297784	0.004982933441511111	-5196.614649933663	-6560.21333244285	-351.78279429939903
7096000	-12124.911963160332	-368.48449069732317	-11756.427472463009	13.52224193495283	19.873903729675696	0.04572689062769676	7.70644168918301	9.82147313967855	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.14395194764482422	1.8832509514500833	0.584656656293606	1.8306866874127878	0.005288781326000246	-5197.076711026124	-6559.3507614368855	-354.4260549138977
