# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Jun 27 09:18:38 BST 2022 [seed=1656317905495]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
4308000	-42358.420150134116	-56.29630264987623	-42302.12384748424	0.4372361484231891	2021.9655035776043	6.644326235398667	2.482339859496289	5.328308063325919	2.5298716484354813	5.69283459068882	0.2998626276054279	0.18435048222654105	0.19538671526603596	0.3204001749019951	0.32148892841113563	0.0010847931544721503	0.0010847931544721505	-42302.12384748424	0.0	-52.237500773514
4309000	-42361.56998371888	-55.42087525387593	-42306.149108465004	0.44271342646055933	2021.9600262995668	6.636017580733958	3.9532219024027873	6.806833786667382	2.5298716484354813	5.69283459068882	0.2998626276054279	0.185301325815537	0.19443587167704002	0.3204001749019951	0.09442436414719586	0.0010799710164370471	0.0010799710164370471	-42306.149108465004	0.0	-49.8727447296603
4310000	-42350.78104155601	-47.996338032181576	-42302.78470352383	0.43373039064214164	2021.9690093353854	6.427128625206479	3.713234345409028	6.715332208283257	1.9294343729114756	5.751232092646667	0.2994694644817103	0.18569448893925458	0.19443587167704002	0.3204001749019951	0.009244127118335712	0.001174640361452406	0.0011746403614524069	-42302.78470352383	0.0	-42.980572709070685
4311000	-42355.80028451843	-52.93604281546084	-42302.86424170297	0.4395227575966036	2021.9632169684307	6.589907913645699	3.806539602245846	6.719871280046768	3.1789501676013048	5.751232092646667	0.3002323489762529	0.1828892150956896	0.19443587167704002	0.32244256425101747	0.009244127118335712	0.00105526670314357	0.0010552667031435696	-42302.86424170297	0.0	-47.435074739572244
4312000	-42351.70344552156	-55.32701925194749	-42296.37642626961	0.489609180644127	2021.9131305453834	6.619081384645789	3.1622959311749557	5.9031136806554985	2.4630987735089076	5.532328510639608	0.3003015294430302	0.1828892150956896	0.19406957602569525	0.32273967943558496	0.0821778220319629	0.0010116759067419123	0.0010116759067419127	-42296.37642626961	0.0	-51.00062174092191
4313000	-42355.7349833176	-46.212531236136165	-42309.52245208146	0.48924172363978724	2021.9134980023878	6.5332861090436705	3.580709020858376	6.793711162539618	1.9519920776536193	5.987866494069565	0.30163582284213164	0.1828892150956896	0.19406957602569525	0.3214053860364835	0.48166182988737444	8.725290799638845E-4	8.72529079963885E-4	-42309.52245208146	0.0	-40.14772205273253
4314000	-42356.76194876357	-46.864922697686936	-42309.89702606588	0.4360542215142621	2021.9666855045132	6.531771530082567	3.591063982608747	6.2778992208748905	2.2466087019508354	4.724500042392536	0.2970554461373292	0.1855995554773292	0.197554140545484	0.31979085783985756	0.6032062165279266	0.0011303848817075372	0.0011303848817075376	-42309.89702606588	0.0	-41.29124766128911
4315000	-42361.16539430767	-49.87808358613784	-42311.28731072153	0.43204319453931667	2021.970696531488	6.463557671805667	4.508985643723177	7.004267534523481	2.0135666025847616	5.635611418470095	0.29910419231288277	0.18460957737259298	0.19428518668839725	0.32200104362612697	0.019930250753065846	0.0011643212794180263	0.0011643212794180263	-42311.28731072153	0.0	-44.355607033038176
4316000	-42359.38535470885	-51.778044525679384	-42307.60731018317	0.467355459602622	2021.9353842664248	6.70712765678447	5.377686584856397	8.428416454771037	2.8450796695877587	7.58102648089986	0.3009864326583848	0.18606090281461998	0.19552882558662485	0.3174238389403703	0.13960032586923354	0.001231157403384509	0.0012311574033845097	-42307.60731018317	0.0	-43.62208765458802
4317000	-42366.86078189553	-55.6440031459643	-42311.216778749564	0.457808192058019	2021.9449315339693	6.7957673197001105	4.611042590163232	7.5630044488008	2.4004227446247555	4.593765251949099	0.3009864326583848	0.18606090281461998	0.19342999809889155	0.3195226664281036	0.08953717686229465	0.0010057563253397263	0.0010057563253397267	-42311.216778749564	0.0	-49.549226967439054
4318000	-42362.1033066864	-61.50193240392487	-42300.60137428247	0.4383143643965077	2021.964425361631	6.82149289399201	4.161003973818622	7.036604486996234	2.904108316020388	7.127526371095465	0.29546625744729976	0.1832489332985941	0.19532232731426544	0.32596248193984073	0.08953717686229465	9.659421201922634E-4	9.65942120192263E-4	-42300.60137428247	0.0	-55.20024047375648
4319000	-42367.09735918052	-48.720257309374844	-42318.37710187115	0.4337314015661371	2021.9690083244614	6.410341045132376	4.0849120280684055	7.454947458707844	2.824060710594757	5.240444483690986	0.2964388320627844	0.1832489332985941	0.19434975269878085	0.32596248193984073	0.08953717686229465	0.0011123983776823382	0.001112398377682337	-42318.37710187115	0.0	-42.50885776632709
4320000	-42366.565912330705	-55.16530719134055	-42311.400605139366	0.4578720176754695	2021.944867708352	6.684109732114033	5.117522400764064	7.835743558739945	2.393790221948134	6.157072227186487	0.2964388320627844	0.18650753482755117	0.197325259510294	0.3197283735993705	0.17326264399016128	0.0011322822817320098	0.0011322822817320098	-42311.400605139366	0.0	-48.10122285290614
4321000	-42363.10710621872	-52.87956046632294	-42310.227545752394	0.46278812875855696	2021.9399515972689	6.592904551245637	5.4181802039067115	7.8810022373704545	2.905574437290718	6.614801014350539	0.2984017083593517	0.18650753482755117	0.19536238321372668	0.3197283735993705	0.04445055771033865	0.001193914875459909	0.0011939148754599098	-42310.227545752394	0.0	-45.65982094559426
4322000	-42363.81776357541	-45.825136251146965	-42317.99262732427	0.5263398301726624	2021.8763998958548	6.56443165945601	5.701367313335065	8.924798054346093	2.905574437290718	6.614801014350539	0.29948506963577787	0.18650753482755117	0.19536238321372668	0.31864501232294434	0.021359992947288773	0.001138347592338001	0.0011383475923379997	-42317.99262732427	0.0	-37.56606748200793
4323000	-42361.942303325086	-50.511193080431994	-42311.43111024465	0.44700724474549675	2021.955732481282	6.621463019201053	6.35805945383302	8.704731396616703	2.905574437290718	6.614801014350539	0.29948506963577787	0.18650753482755117	0.19643990046321402	0.317567495073457	0.05764399958884271	0.0010954819302070463	0.0010954819302070476	-42311.43111024465	0.0	-42.29561739652813
4324000	-42370.35264347224	-58.68526473162402	-42311.66737874061	0.5335625717266942	2021.8691771543008	6.880743117981614	7.378603353494095	8.792256914674894	2.758063516663558	6.614801014350539	0.29948506963577787	0.18278700641645246	0.1981811110903568	0.31954681285741293	0.0540779809974322	0.001083519818874879	0.0010835198188748783	-42311.66737874061	0.0	-50.294960487102095
4325000	-42348.71271802732	-52.96856613354843	-42295.74415189377	0.4632464880616191	2021.9394932379657	6.645032355861476	5.034584336977437	8.110615054132042	2.6327877133059006	6.614801014350539	0.29888154812192824	0.18392200220373114	0.19504621188607996	0.3221502377882607	0.04997075459183125	0.0011220561539592758	0.0011220561539592748	-42295.74415189377	0.0	-45.69263684529462
4326000	-42363.800830063745	-56.01113143563869	-42307.789698628105	0.45534583778590554	2021.9473938882415	6.446400564058019	5.430703021762087	7.836810387450429	2.0938138785271647	6.822220746443859	0.2944490041462985	0.18397986958738147	0.19962772538977624	0.32194340087654383	0.17474197613946432	0.0010828795441922676	0.0010828795441922682	-42307.789698628105	0.0	-48.84656973193056
4327000	-42372.08516294179	-51.85231799698574	-42320.2328449448	0.4702139980931588	2021.9325257279343	6.581731649135439	6.315980510591117	8.60622622255136	1.9252635915604144	7.009418272619424	0.29910252773130563	0.18397986958738147	0.19571742734064157	0.3212001753406713	0.06309154374084902	0.0011688790762076188	0.0011688790762076186	-42320.2328449448	0.0	-44.00420643673569
4328000	-42362.35506620592	-57.7316596773436	-42304.623406528575	0.5144083152815903	2021.8883314107459	6.938122706663552	6.158747233489316	8.630004631639913	2.3859208933158063	4.132483439765192	0.30344142506596394	0.1797264162412052	0.19563198335215956	0.3212001753406713	0.012958591441996287	0.001110442549435671	0.0011104425494356707	-42304.623406528575	0.0	-50.5708782878821
4329000	-42353.64452416759	-53.440940984715894	-42300.203583182876	0.4284331936080529	2021.9743065324194	6.529554068453179	9.286864702593595	9.929918972203906	2.0741614120346465	4.444787671149512	0.30202826248766645	0.17978190321978646	0.1955764963735783	0.3226133379189688	0.005377530300867825	0.0011662680129963668	0.0011662680129963662	-42300.203583182876	0.0	-44.60493944233919
4330000	-42359.610452920824	-53.39207140019113	-42306.21838152063	0.43688525887842855	2021.965854467149	6.601627698605377	8.353029293250895	9.667292105946363	2.5590235430109445	6.514552308960052	0.3012370846128318	0.1837949552004142	0.1955764963735783	0.31939146381317574	0.005377530300867825	0.0010872253144522442	0.001087225314452245	-42306.21838152063	0.0	-44.197469153125304
4331000	-42360.42044036688	-54.0226093989044	-42306.39783096797	0.4353133119361614	2021.9674264140913	6.4841856616834415	8.4169724916652	10.046180034934817	2.56958020759749	7.475690977221596	0.29764770697021925	0.18738433284302672	0.19257301800123994	0.3223949421855141	0.13814510912278913	0.0012069803757351683	0.0012069803757351674	-42306.39783096797	0.0	-43.93371879235351
4332000	-42345.496231250996	-42.74806927711174	-42302.74816197388	0.41322273287461697	2021.9895169931528	6.260817320952763	8.319841328149643	10.035720886161998	2.47205599214935	6.407450337259232	0.29764770697021925	0.18738433284302672	0.19257301800123994	0.3223949421855141	0.13814510912278913	0.0010554342160547703	0.0010554342160547694	-42302.74816197388	0.0	-32.984370937993454
4333000	-42349.3819367976	-54.23686516657634	-42295.14507163103	0.4116569861865978	2021.9910827398407	6.650847600567666	8.15187550417872	9.385655248215324	1.72391654601116	5.447880201658508	0.29764770697021925	0.18644616761260982	0.19294249878063185	0.3229636266365391	0.18454859863655637	0.001110208626279586	0.0011102086262795847	-42295.14507163103	0.0	-45.58609851809714
4334000	-42362.74209506772	-58.36578352151768	-42304.3763115462	0.4329999806943544	2021.969739745333	6.828381498577486	10.833422650379395	9.972813900990555	2.018028762702992	5.3936613601895225	0.29764770697021925	0.18288980151593243	0.19294249878063185	0.32651999273321647	0.5383891486690534	0.00112817532055252	0.0011281753205525204	-42304.3763115462	0.0	-48.028516444062795
4335000	-42359.77613216807	-59.92677342160642	-42299.84935874646	0.4312839472759453	2021.9714557787515	6.835979165311782	6.292512142306102	8.340245476499218	2.7347601470240748	4.762564380722479	0.29764770697021925	0.18153351253921704	0.19460497356203352	0.3262138069285302	0.5383891486690534	0.0011727965950858947	0.0011727965950858934	-42299.84935874646	0.0	-51.65715008900592
4336000	-42357.606245476876	-64.09785220912299	-42293.50839326775	0.46881859067295206	2021.9339211353545	6.991216956343925	6.386235947173362	8.297378210358287	3.1546376007266015	4.898614628523388	0.29764770697021925	0.18153351253921704	0.19460497356203352	0.3262138069285302	0.5383891486690534	9.409505370664622E-4	9.409505370664627E-4	-42293.50839326775	0.0	-55.6810579401346
4337000	-42358.85083213117	-56.65351866052531	-42302.19731347064	0.4351568261598577	2021.9675828998677	6.819882866633141	6.274110424343217	7.871695500946984	2.191702052693332	6.671409606895667	0.29926958740420945	0.18153351253921704	0.19628354364892958	0.32291335640764396	0.12309532960733294	0.0010860235631601316	0.0010860235631601324	-42302.19731347064	0.0	-49.40936843955123
4338000	-42367.80832349484	-66.9173500353966	-42300.89097345945	0.4452822190149597	2021.9574575070126	7.106595159909995	9.932530396219883	10.408608724869131	2.720587033507145	7.8771291939331	0.29926958740420945	0.18324638935761237	0.192823182638461	0.3246608405997172	0.1320068860967219	9.626166236939275E-4	9.626166236939279E-4	-42300.89097345945	0.0	-56.19032202552238
4339000	-42362.57660928135	-54.6969056535565	-42307.87970362779	0.42412296200456495	2021.978616764023	6.63494491123423	5.278944807711998	7.8069257921043045	2.1195520769520693	8.277246653305163	0.2950449023922622	0.18085735937436664	0.19960344321128634	0.3244942950220848	0.1320068860967219	0.0010355570840553682	0.001035557084055368	-42307.87970362779	0.0	-47.34948094630158
4340000	-42357.22162344688	-55.984044120542734	-42301.237579326335	0.4906514356781398	2021.9120882903494	6.923054554960689	6.306205803591799	8.352201360003885	2.122343007531781	5.010733258867313	0.2950449023922622	0.18496232202155813	0.19549848056409486	0.3244942950220848	0.0416604912087981	0.001035861656692553	0.0010358616566925529	-42301.237579326335	0.0	-48.87211820043991
4341000	-42380.05307890651	-68.93676903627744	-42311.11630987023	0.6100718627789847	2021.7926678632484	7.515327327994006	7.281417966098031	8.535389506978303	2.122343007531781	5.010733258867313	0.2990458998747336	0.18496232202155813	0.19149748308162345	0.3244942950220848	0.026454846056858394	9.290342105888918E-4	9.290342105888925E-4	-42311.11630987023	0.0	-61.52639979502092
4342000	-42355.58515103252	-58.03278702463268	-42297.55236400789	0.5062960746303777	2021.896443651397	6.999080260959216	6.346370545808716	8.66688664837584	2.36663072669312	5.796690754579138	0.2990458998747336	0.18496232202155813	0.1978744711938663	0.31811730690984197	0.027636465691871857	9.014526094244665E-4	9.014526094244669E-4	-42297.55236400789	0.0	-50.31864382464727
4343000	-42363.11523195586	-59.866815729988765	-42303.24841622587	0.45030700741084256	2021.9524327186166	6.8683013682785985	7.00549215496697	8.283190332203526	3.591087423672131	8.125289045700331	0.2990458998747336	0.18105487703990644	0.1978744711938663	0.32202475189149365	0.08031659750643863	0.0010872122271643155	0.0010872122271643162	-42303.24841622587	0.0	-51.35973743651743
4344000	-42362.238943785844	-56.32376401905006	-42305.915179766795	0.5126338823293489	2021.8901058436982	6.994593483980833	6.647287574149552	8.628917401903722	3.591087423672131	8.125289045700331	0.2990458998747336	0.18105487703990644	0.1978744711938663	0.32202475189149365	0.07072451748475621	9.422838065317791E-4	9.422838065317787E-4	-42305.915179766795	0.0	-47.54476576982644
4345000	-42362.258087646114	-61.078243486007295	-42301.179844160106	0.49552304542521375	2021.9072166806022	7.0743291693917065	5.95383469244373	7.653552630169098	3.557676807484481	8.522554448209176	0.2990458998747336	0.18187950634077468	0.19704984189299807	0.32202475189149365	0.350416679879254	0.0010599681478286973	0.0010599681478286977	-42301.179844160106	0.0	-52.75433575898835
4346000	-42373.34945610415	-60.56186312030259	-42312.78759298385	0.49464923124199073	2021.9080904947855	6.970802814773831	5.695087022541667	7.588059020465188	3.545724532708473	6.928389436662746	0.2990458998747336	0.18187950634077468	0.19704984189299807	0.32202475189149365	0.350416679879254	9.642626350423367E-4	9.642626350423364E-4	-42312.78759298385	0.0	-52.6977985467698
4347000	-42366.064213029225	-55.48087404459498	-42310.58333898463	0.46645235900664495	2021.936287367021	6.722684577834483	6.071034506234986	8.438276101488825	2.622104277703838	6.594625108221344	0.2963171551804347	0.1816054718430755	0.19843434654159475	0.32364302643489506	0.6701602071921774	0.0010744277155730238	0.0010744277155730236	-42310.58333898463	0.0	-46.46315394856256
4348000	-42354.78919801125	-44.180185462188774	-42310.60901254906	0.51932106923538	2021.8834186567922	6.623226695749493	4.089889904113971	7.476792556251461	2.32188883150783	6.415706651605298	0.29648099756181534	0.18299761866943948	0.20021589749634897	0.3203054862723962	0.14712857034929888	9.84841956071598E-4	9.848419560715977E-4	-42310.60901254906	0.0	-37.72460447072756
4349000	-42361.85510225395	-46.259832435850456	-42315.5952698181	0.48873581518234105	2021.9140039108452	6.500809355736496	4.496281714049605	7.420503742293329	2.677866992648228	6.415706651605298	0.2993233442327214	0.17907417480427135	0.20021589749634897	0.32138658346665827	0.28986236211771066	0.0012191295099255777	0.0012191295099255785	-42315.5952698181	0.0	-39.32168459197835
4350000	-42360.792717358905	-48.92701099689323	-42311.86570636201	0.5213899867408616	2021.8813497392866	6.702492809070033	4.163743568617147	7.0284085688741005	2.677866992648228	5.462221697706872	0.2993233442327214	0.17907417480427135	0.203431758846339	0.31817072211666825	0.4412910400898663	0.0011094951925769334	0.001109495192576934	-42311.86570636201	0.0	-42.41398822974179
4351000	-42352.00692427082	-58.5015614467326	-42293.505362824086	0.5102789795228672	2021.8924607465046	6.9047484483659565	5.622079244454184	7.57214301620516	2.9468322830679354	6.6875769003033945	0.2993233442327214	0.18332035134086913	0.1991855823097412	0.31817072211666825	0.5818409159947688	9.174934826944279E-4	9.174934826944276E-4	-42293.505362824086	0.0	-50.46238425500608
4352000	-42344.642079826765	-48.37464386544464	-42296.26743596132	0.5148866515961215	2021.8878530744314	6.802859894585149	3.9659627193021514	7.142137572519644	3.1400602655625796	5.898945875538154	0.2993233442327214	0.18332035134086913	0.19873376209290874	0.3186225423335007	0.5818409159947688	0.0010490608029077512	0.0010490608029077504	-42296.26743596132	0.0	-41.241276915058286
4353000	-42349.421535475376	-41.581168454875424	-42307.8403670205	0.4637663743740609	2021.9389733516534	6.3835553184083675	3.3248686432249968	6.817894015436089	2.758015451990129	6.913242590454227	0.2993233442327214	0.1778014615141666	0.19873376209290874	0.32414143216020325	2.357583245816554	0.001158341147745008	0.0011583411477450074	-42307.8403670205	0.0	-31.27647153903223
4354000	-42357.22771797158	-50.76389759152377	-42306.46382038006	0.4698002049424238	2021.932939521085	6.478152069300922	4.2436943714661455	6.704343926073504	3.174607882962986	6.286624907136076	0.292994901202271	0.1778014615141666	0.19873376209290874	0.33046987519065363	2.357583245816554	0.0011893938304528085	0.0011893938304528076	-42306.46382038006	0.0	-40.32392331549145
4355000	-42356.66058838945	-46.33609332981794	-42310.324495059635	0.4599882084279916	2021.9427515175994	6.46447845625797	5.005865294717919	8.252254617867125	1.8665184867035545	5.534917103718826	0.2971300644910104	0.1778014615141666	0.19592971532118367	0.3291387586736393	1.0332160810225848	0.001125266510448491	0.0011252665104484912	-42310.324495059635	0.0	-37.52594086344495
4356000	-42373.28624070977	-55.7090258284381	-42317.577214881334	0.5040684067210203	2021.8986713193065	6.939297415502776	5.771372285994136	8.159996804445164	1.9169958441197579	5.0456609890594954	0.2937466960159764	0.1778014615141666	0.20337894432132045	0.3250728981485365	0.7585428688249856	0.0010663874090269716	0.0010663874090269707	-42317.577214881334	0.0	-47.51525265517777
4357000	-42359.9337744738	-61.15656755250225	-42298.777206921295	0.46058991175454633	2021.9421498142729	6.917111990304032	6.104946430003805	8.258234901593152	2.6431975858398795	6.11579173796058	0.2998857295116806	0.18083087954499888	0.19465386377962743	0.3246295271636931	1.560784429287608	0.0010768096949976805	0.0010768096949976807	-42298.777206921295	0.0	-50.640360275132416
4358000	-42361.84585734175	-56.12796613993898	-42305.71789120181	0.44085201907602645	2021.9618877069515	6.695026589127555	7.243478078985604	8.98696541807714	2.6431975858398795	6.538933574909809	0.2998857295116806	0.1809975733821216	0.19604712555138062	0.32306957155481714	1.560784429287608	0.0011275629120151463	0.0011275629120151465	-42305.71789120181	0.0	-44.60378954688978
4359000	-42362.62186647755	-48.51474502730842	-42314.107121450244	0.44953372804424857	2021.953205997983	6.431585160811897	6.506696406505229	8.880137581965698	2.571234670021305	6.598966617308723	0.2998857295116806	0.1809975733821216	0.19604712555138062	0.32306957155481714	0.41132867638634896	0.001064759224999043	0.0010647592249990428	-42314.107121450244	0.0	-39.5221814557895
4360000	-42364.97760886306	-58.79504471230261	-42306.18256415076	0.48113693531295	2021.9216027907146	6.826408261548123	4.900772620714378	7.859750097153512	2.330165475252039	5.5351248818087315	0.2998857295116806	0.1809975733821216	0.19604712555138062	0.32306957155481714	0.49501507982884596	0.001075757279839084	0.001075757279839084	-42306.18256415076	0.0	-51.29570065251982
4361000	-42366.228395815575	-57.05572566069379	-42309.17267015488	0.4668027918188526	2021.9359369342085	6.741114839799694	5.456903693591823	7.58264107619636	3.5676811639369403	5.5351248818087315	0.2998857295116806	0.1809975733821216	0.19604712555138062	0.32306957155481714	0.36995271893039655	0.001150785152981004	0.0011507851529810032	-42309.17267015488	0.0	-49.52558648113455
4362000	-42355.94330339673	-55.53322121811743	-42300.41008217861	0.4725932614355466	2021.9301464645919	6.825626462089189	3.9410216644382956	6.6712310145476446	2.904175111728626	6.282219688710263	0.30124891632177137	0.18111877863957035	0.19468393874128986	0.3229483662973684	0.11288767160539923	0.0010055016069033878	0.0010055016069033871	-42300.41008217861	0.0	-49.80408280843739
4363000	-42373.43070741506	-60.391888862448006	-42313.03881855261	0.5020571312978734	2021.9006825947297	7.036392306461972	4.2066672029852965	6.616259603663106	2.462183181432497	6.58726447883454	0.30124891632177137	0.1827408860660229	0.19468393874128986	0.3213262588709158	0.18034650512718423	8.628892022889824E-4	8.62889202288982E-4	-42313.03881855261	0.0	-54.59800159069877
4364000	-42349.76744888878	-57.909701415458585	-42291.85774747332	0.47219561854768394	2021.9305441074798	6.95834500869351	5.560369301915111	8.292838899950612	3.238332949526699	6.740261128996984	0.29552304734152557	0.1824774530228291	0.19752809065461907	0.32447140898102617	0.29086562044325953	9.586921121194944E-4	9.586921121194942E-4	-42291.85774747332	0.0	-49.63092966515936
4365000	-42350.244343934115	-59.081223005249456	-42291.16312092887	0.4508926027705268	2021.9518471232568	6.921834934966449	5.396576650175852	7.9038992604851215	3.238332949526699	7.786241026667112	0.3000671479666599	0.18431379416742733	0.19298399002948471	0.322635067836428	0.29086562044325953	0.001218379047546882	0.0012183790475468823	-42291.16312092887	0.0	-50.96353887891073
4366000	-42355.11055431447	-58.274437610054946	-42296.83611670442	0.43516069096427473	2021.9675790350632	6.78817572575371	5.157301386005511	7.430100830859657	2.739632098527671	4.629011283194676	0.3000671479666599	0.18431379416742733	0.19298399002948471	0.322635067836428	0.38311187083861903	0.0011054876616121677	0.0011054876616121674	-42296.83611670442	0.0	-51.47043045205387
4367000	-42357.87718735185	-55.65147138692408	-42302.22571596492	0.4469630538199789	2021.9557766722075	6.702631471001929	4.443963188457033	7.346248336477678	2.739632098527671	5.04201575870686	0.3000671479666599	0.18431379416742733	0.19298399002948471	0.322635067836428	0.35191339262551097	0.0011200988914299393	0.0011200988914299383	-42302.22571596492	0.0	-49.024015504977854
4368000	-42355.10688428612	-55.91103566054116	-42299.19584862558	0.44686231753362715	2021.9558774084937	6.752700822911765	3.903463129209857	6.509961980083442	2.739632098527671	5.04201575870686	0.3009944221082756	0.18431379416742733	0.19099934589691536	0.32369243782738166	0.12681437116361793	0.0010341347279231466	0.0010341347279231477	-42299.19584862558	0.0	-50.70637590730504
4369000	-42354.43371520995	-49.620389275130854	-42304.81332593482	0.4283824709210273	2021.9743572551065	6.49959384073923	3.9326482089277897	6.744740198880708	2.437131818969819	6.787277666514768	0.3028873898695648	0.17866301916164398	0.1947571531414095	0.32369243782738166	0.051394611068106215	0.0010517917174077956	0.0010517917174077958	-42304.81332593482	0.0	-43.9937440566401
4370000	-42355.43945329341	-50.0548673060612	-42305.38458598735	0.5141736696443162	2021.888566056383	6.562734169978693	3.1070602397870655	6.168453722014746	2.0809507879132654	5.396364434188077	0.3028873898695648	0.1843570865502158	0.1890630857528377	0.32369243782738166	0.055084553833223616	0.0010851103713192434	0.0010851103713192438	-42305.38458598735	0.0	-45.71624839511922
4371000	-42349.55377353496	-46.88587996578754	-42302.66789356917	0.4989788036463403	2021.903760922381	6.603057312435821	3.908813521597179	7.281388858221609	2.1887924083738	5.489294366443945	0.2952136686700995	0.18570783366572527	0.19538605983679352	0.32369243782738166	0.0033821644010835214	9.927706228507044E-4	9.927706228507048E-4	-42302.66789356917	0.0	-41.24440619920264
4372000	-42360.10935399325	-53.4951701787638	-42306.61418381448	0.45469486705401824	2021.9480448589734	6.663018413507476	2.794034301366487	6.272605622133071	2.4280822151575827	7.087763434687125	0.30171580713450646	0.18570783366572527	0.1923934483832739	0.3201829108164943	0.024023869121776054	0.0011176948851060204	0.0011176948851060197	-42306.61418381448	0.0	-48.665808487404874
4373000	-42351.23808688522	-49.63101164792496	-42301.6070752373	0.4898076235087738	2021.9129321025187	6.657130447259383	5.150454069090159	7.584631589181168	2.4280822151575827	5.161749436585539	0.30171580713450646	0.18570783366572527	0.1923934483832739	0.3201829108164943	0.23147619309061848	9.88526014911114E-4	9.885260149111146E-4	-42301.6070752373	0.0	-42.949391781876066
4374000	-42352.59042542072	-52.96426089446461	-42299.62616452626	0.4355041268733588	2021.967235599154	6.590215595769765	4.73843549493897	7.409630143549956	2.846278103672369	6.006545513534762	0.2941644530853439	0.18089874053579472	0.20042718605662888	0.3245096203222325	0.23147619309061848	0.0010578710485311222	0.0010578710485311211	-42299.62616452626	0.0	-46.162767703973124
4375000	-42357.48459740583	-55.08913908088383	-42302.39545832495	0.44068728081510966	2021.9620524452123	6.627105892444881	3.7274213020851312	7.134389916968475	2.2899622756610603	4.891448413659347	0.3003097195787796	0.18079859846658805	0.20042718605662888	0.31846449589800346	0.29441713086703397	0.0010513556760501199	0.0010513556760501188	-42302.39545832495	0.0	-49.18216786561345
4376000	-42360.41964034498	-53.4496428909616	-42306.96999745402	0.4969612495440329	2021.9057784764834	6.798839610241738	3.085124252273628	6.3144581726338656	2.3225738570048655	6.799573715269423	0.3003097195787796	0.18079859846658805	0.19614208107833558	0.3227496008762968	0.46791114904396297	0.0010477855972773728	0.0010477855972773733	-42306.96999745402	0.0	-47.7043361208765
4377000	-42353.76165601159	-47.8797631282194	-42305.88189288337	0.47354569972572447	2021.9291940263017	6.5280644620684045	2.670478679038656	5.736185449424701	2.8120836041442137	4.942670301685693	0.3017691602492997	0.18330031847945585	0.19737417016875136	0.31755635110249314	0.46791114904396297	0.0012721814131582425	0.001272181413158242	-42305.88189288337	0.0	-43.1110251615571
4378000	-42351.981861538814	-40.12876238709407	-42311.85309915172	0.47029502481861896	2021.9324447012089	6.391826004101064	2.6024305765447187	6.138910633280659	2.1533157493355253	4.942670301685693	0.3017691602492997	0.18330031847945585	0.19737417016875136	0.31755635110249314	0.46791114904396297	0.0011192453026093892	0.0011192453026093886	-42311.85309915172	0.0	-35.26295675603196
4379000	-42357.16878012604	-49.3246819380727	-42307.84409818797	0.4615963584180735	2021.9411433676094	6.496615744571451	4.304405590818642	6.74673546963026	2.4672047513712965	7.236600267245583	0.3017691602492997	0.18330031847945585	0.19344558038351078	0.3214849408877337	0.5916246046630863	0.0010622762088336487	0.001062276208833648	-42307.84409818797	0.0	-42.4102458993153
4380000	-42350.43717704315	-47.06484387955932	-42303.37233316359	0.4507018016056682	2021.9520379244218	6.612439190123549	4.0691812191632355	7.461756330666202	2.4949660113313756	5.636791671262183	0.2969503349778089	0.18317137859556964	0.19376515688525667	0.32611312954136473	0.5916246046630863	0.0010619947327577932	0.0010619947327577927	-42303.37233316359	0.0	-39.86749078483551
4381000	-42359.238927584454	-46.998146921758554	-42312.240780662694	0.4547284497616166	2021.9480112762658	6.510466023153588	2.5935923452564107	5.860536092624074	1.7903848083565181	4.600577688368457	0.30122582098726514	0.18263024864694968	0.1988700762869119	0.31727385407887326	0.7449499095973823	0.0010717502057001802	0.0010717502057001806	-42312.240780662694	0.0	-42.10825230387292
4382000	-42362.63679704199	-58.5090308244477	-42304.12776621754	0.46235808597661976	2021.9403816400509	6.777108227794698	3.6475713571255004	6.850145544959421	3.6701698075261997	6.692304317993651	0.2992894449595221	0.1845666246746927	0.1988700762869119	0.31727385407887326	0.08218964248174065	0.0010508820543886825	0.0010508820543886823	-42304.12776621754	0.0	-52.37852162570856
4383000	-42357.15644396554	-54.53051633460512	-42302.625927630936	0.4397769182511422	2021.9629628077762	6.566541368220247	4.305527707924195	7.459152315165299	2.809308077854121	7.141274683444663	0.2992894449595221	0.1789572452649742	0.1986860714973456	0.32306723827815803	0.00876385938741202	0.0010442019854149422	0.0010442019854149432	-42302.625927630936	0.0	-47.96440611271234
4384000	-42362.32614124921	-64.07872661404475	-42298.24741463516	0.4618857601005967	2021.9408539659269	6.958888746124025	5.291568370352675	7.301295399178982	1.9692112408365499	5.747144948837529	0.2977187694675198	0.17977185529891013	0.1941975914264263	0.3283117838071437	0.07344945784309627	8.816644550983331E-4	8.816644550983337E-4	-42298.24741463516	0.0	-57.98761290222454
4385000	-42357.39556208005	-58.367952922827115	-42299.02760915722	0.4484789333016125	2021.9542607927258	6.838720266898745	5.278864819630038	7.70946478381085	2.4706058284055783	7.720697794592859	0.2977187694675198	0.17977185529891013	0.19507950503440058	0.3274298701991694	0.04523897423186303	0.0011100004049047116	0.0011100004049047114	-42299.02760915722	0.0	-51.267410152726086
